Epoch EpRet/Mean EpRet/Std EpRet/Min EpRet/Max EpCosts/Mean EpCosts/Std EpCosts/Min EpCosts/Max EpLen/Mean EpLen/Min EpLen/Max Values/V/Mean Values/V/Min Values/V/Max Values/Adv/Mean Values/Adv/Min Values/Adv/Max Values/C/Mean Values/C/Min Values/C/Max Loss/Pi Loss/Value Loss/DeltaPi Loss/DeltaValue Loss/Cost Loss/DeltaCost Entropy KL Misc/StopIter Misc/Seed PolicyRatio LR Misc/ExplorationNoiseStd TotalEnvSteps Time FPS
11 -1.4165128072102864 2.639433883695468 -6.4394827 3.2179017 20.733333333333334 22.116258130568035 0.0 93.0 1000.0 1000.0 1000.0 -0.016469622802734375 -1.0958476 1.4411935 -5.086263020833333e-09 -4.562213 6.030368 1.26243046875 -2.0187464 22.406404 1.0331471234081846e-09 0.041749510914087296 0.0008309455588459969 -0.032174140214920044 1.8169097900390625 -1.1858030557632446 0.7238292098045349 0.0034192465245723724 80.0 0 0.9966362118721008 0.000294 0.4990199874853069 330000 971 864
12 -1.412174606323242 2.596965074870599 -6.3489776 5.071062 28.066666666666666 27.818380698514787 0.0 95.0 1000.0 1000.0 1000.0 -0.04931693522135416 -1.2325236 1.4823161 -3.0517578125e-09 -5.7450595 12.654268 1.5871177083333334 -2.2618637 20.781088 61.33333206176758 0.026179518550634384 -2.6141319274902344 -0.016782451421022415 1.942108154296875 -1.2746012210845947 0.7218275666236877 1.3784000873565674 80.0 0 0.8637756705284119 0.0002934 0.49802200780647804 360000 1005 875
13 -7.376273600260417 4.826207101205248 -15.187741 -0.13130209 18.0 17.374310537879385 0.0 60.0 1000.0 1000.0 1000.0 -0.035788431803385416 -1.2432225 1.7765993 3.865559895833333e-08 -2.6448061 7.0323625 0.44026904296875 -2.4200666 20.258211 -3.259182079773382e-08 0.06964519619941711 -0.0005885180435143411 -0.0466449111700058 1.6490777730941772 -1.2864701747894287 0.7198216319084167 0.0018226545071229339 80.0 0 0.9990193247795105 0.00029279999999999996 0.4970240094664514 390000 1791 38
14 -9.204789225260416 4.25983825089969 -16.553448 -1.0838206 11.8 12.41074907925921 0.0 39.0 1000.0 1000.0 1000.0 -0.12001892903645833 -1.4093211 1.52804 4.2724609375e-08 -5.4443865 6.122905 0.4581427734375 -3.3218608 19.608467 -3.582636409760198e-08 0.06854929029941559 -0.0014057490043342113 -0.051505476236343384 0.8281652331352234 -0.6528088450431824 0.7178115248680115 0.0013281108113005757 80.0 0 1.0003361701965332 0.00029219999999999995 0.4960260005845061 420000 1867 397
15 -9.553400675455729 4.679485770554593 -18.424162 -1.2472836 8.966666666666667 17.73975459889924 0.0 87.0 1000.0 1000.0 1000.0 -0.23158680013020833 -1.5088787 1.6696461 -8.138020833333334e-09 -4.39591 11.686879 0.4251903971354167 -2.4586322 14.786726 1.939137739270791e-09 0.04730525612831116 -0.0021855346858501434 -0.030570635572075844 0.9405022263526917 -0.8087983131408691 0.715797483921051 0.0016438174061477184 80.0 0 1.0001400709152222 0.0002916 0.4950279892637624 450000 2575 42
16 -6.993717447916667 3.7472453532735495 -16.760286 -0.622742 7.7 14.311183641248604 0.0 64.0 1000.0 1000.0 1000.0 -0.357179296875 -1.667483 1.7674378 -8.138020833333334e-09 -6.443645 8.226081 0.4321490234375 -3.4440122 16.255676 -1.5894572324981482e-09 0.030386149883270264 -0.0022969115525484085 -0.014041701331734657 0.8536286354064941 -0.7573027610778809 0.713779628276825 0.0017609839560464025 80.0 0 0.999160885810852 0.00029099999999999997 0.49403001303756583 480000 2610 880
17 -4.486390177408854 3.104228001613703 -11.039812 1.3690511 13.566666666666666 16.0824606439619 0.0 58.0 1000.0 1000.0 1000.0 -0.36060179036458334 -1.6647227 1.4902792 4.069010416666667e-09 -2.6076903 10.28693 0.41920152994791665 -3.6272345 12.800612 -9.568532632897586e-09 0.032265082001686096 -0.0017603773158043623 -0.007587856613099575 1.1095818281173706 -0.9304850101470947 0.7117573022842407 0.0013668506871908903 80.0 0 0.9998608231544495 0.00029039999999999996 0.4930319916369756 510000 2645 857
18 -4.167576344807943 2.1261436825439657 -8.471947 0.88009715 9.2 14.187789093970913 0.0 62.0 1000.0 1000.0 1000.0 -0.354449609375 -1.6680415 1.6200982 -3.0517578125e-09 -3.5930893 6.4155855 0.4837290690104167 -1.4963951 17.475204 -1.939137739270791e-09 0.03145037591457367 -0.001948361867107451 -0.009362607263028622 0.7049736976623535 -0.5932311415672302 0.7097309827804565 0.0016092407749965787 80.0 0 0.9994115829467773 0.00028979999999999994 0.4920339921279806 540000 2690 661
19 -3.452134704589844 2.4575426112348806 -7.3799815 5.106285 14.666666666666666 17.71879133593062 0.0 56.0 1000.0 1000.0 1000.0 -0.34067845052083334 -1.687163 1.409877 2.0853678385416666e-08 -4.8808093 10.679323 0.9800856119791667 -1.9269763 20.268103 -8.837382381443604e-09 0.03071373887360096 -0.0016324127791449428 -0.009999687783420086 1.271485686302185 -1.0983641147613525 0.7077006101608276 0.0014124985318630934 80.0 0 1.0004773139953613 0.0002892 0.49103599328005176 570000 2726 833
20 -3.9055089314778644 2.378130860223288 -6.4699326 2.4506145 14.966666666666667 23.297327362587826 0.0 114.0 1000.0 1000.0 1000.0 -0.3559729817708333 -1.7980943 1.9349787 -1.1189778645833333e-08 -4.0532365 9.476029 0.8427440104166667 -3.4997325 21.077837 8.23338819344599e-09 0.038434237241744995 -0.0019496700260788202 -0.008067343384027481 1.3447715044021606 -1.2100082635879517 0.705666184425354 0.0011921965051442385 80.0 0 0.9999321103096008 0.00028859999999999997 0.49003800329248687 600000 2761 863
21 -3.8334920247395834 2.18053322339889 -7.005136 1.8491375 12.033333333333333 21.937004386614262 0.0 99.0 1000.0 1000.0 1000.0 -0.32960986328125 -1.7296875 1.9023894 4.069010416666667e-09 -5.437202 13.859751 1.0473020833333333 -1.664624 21.253386 1.0490417423625331e-09 0.034177515655756 -0.0013612572802230716 -0.009768185205757618 1.4448435306549072 -1.2680548429489136 0.7036275267601013 0.001132284407503903 80.0 0 1.0001237392425537 0.00028799999999999995 0.48904000119877045 630000 3432 44
22 -4.397273254394531 2.4263685841236353 -8.620468 2.462943 7.9 19.888605798924168 0.0 105.0 1000.0 1000.0 1000.0 -0.3745267903645833 -1.7418576 1.55361 -1.220703125e-08 -3.1896932 10.89596 0.6952307942708333 -1.8866905 22.813175 9.63211022053656e-09 0.02988675981760025 -0.0019010049290955067 -0.0059925164096057415 0.7553784251213074 -0.6780819296836853 0.7015848159790039 0.0015619779005646706 80.0 0 0.9995778203010559 0.00028739999999999994 0.48804199534303844 660000 4165 40
23 -3.5527374267578127 2.4121012040178744 -7.118905 2.3256943 18.433333333333334 27.784507214378184 0.0 129.0 1000.0 1000.0 1000.0 -0.3680013671875 -1.8819482 1.5170394 -4.069010416666667e-09 -3.6030345 10.155826 1.2318845052083334 -1.5980077 21.657888 3.178914353973994e-10 0.03039640188217163 -0.0016489970730617642 -0.0070820581167936325 1.7184522151947021 -1.5241609811782837 0.6995375752449036 0.001474078861065209 80.0 0 1.0000656843185425 0.0002868 0.4870439940524629 690000 4208 700
24 -3.9551854451497395 2.2117977198753582 -7.9110174 0.35777712 12.733333333333333 16.95667637533714 0.0 73.0 1000.0 1000.0 1000.0 -0.34735361328125 -1.732755 1.4479834 0.0 -8.358188 9.665235 1.1752932291666667 -1.2660189 26.151213 -5.054473728449693e-09 0.027861202135682106 -0.00173056626226753 -0.004704266786575317 1.1775816679000854 -1.0334280729293823 0.6974865198135376 0.0012042475864291191 80.0 0 0.9993481040000916 0.00028619999999999996 0.48604600563714795 720000 5033 36
25 -3.346308135986328 2.00439377394804 -6.563836 2.2349539 21.3 26.44636006972415 0.0 91.0 1000.0 1000.0 1000.0 -0.33662161458333334 -1.8225332 1.402641 -5.8492024739583335e-09 -4.6747704 9.033704 1.53068359375 -1.6296178 20.521421 7.375081434446429e-09 0.025019029155373573 -0.0021163178607821465 -0.006653228309005499 2.015241861343384 -1.7665704488754272 0.6954310536384583 0.0017450365703552961 80.0 0 0.9999046921730042 0.00028559999999999995 0.48504800947891086 750000 5827 37
26 -3.02128423055013 2.8067842854238627 -7.0348053 4.211648 20.3 26.815605395148797 0.0 86.0 1000.0 1000.0 1000.0 -0.31569134114583336 -1.7648376 1.2531145 6.103515625e-09 -3.1589708 10.888407 1.4959397135416668 -1.5154848 22.152727 -7.534026735811494e-09 0.023315150290727615 -0.001970551209524274 -0.006702459417283535 2.329070568084717 -2.104037284851074 0.6933714151382446 0.0013278215192258358 80.0 0 1.0002676248550415 0.000285 0.4840500140318596 780000 5867 741
27 -2.78974609375 1.8784950065367045 -6.336168 1.9628737 12.533333333333333 17.62901568467215 0.0 70.0 1000.0 1000.0 1000.0 -0.29770345052083336 -1.7512183 1.4023774 1.52587890625e-08 -7.440734 10.44989 1.18696015625 -2.6039133 22.898624 -6.357828929992593e-09 0.020955374464392662 -0.002468919614329934 -0.005441354587674141 1.3502614498138428 -1.1647199392318726 0.6913073658943176 0.0016760347643867135 80.0 0 0.999251127243042 0.0002844 0.4830519989405728 810000 6614 40
28 -2.4722747802734375 1.9498351198572936 -5.5895896 2.4121165 21.2 30.25932191077652 0.0 107.0 1000.0 1000.0 1000.0 -0.2853845052083333 -1.7530596 1.4545511 -3.5603841145833333e-09 -10.930755 17.083654 1.5162721354166666 -1.8453797 21.464687 -2.2252399922706445e-09 0.018554681912064552 -0.0026877433992922306 -0.008724583312869072 2.5602400302886963 -2.2585902214050293 0.6892393827438354 0.0016722814179956913 80.0 0 0.9999505281448364 0.00028379999999999996 0.48205400153539285 840000 6650 829
29 -2.4606290181477863 1.6160192130429107 -4.9264402 1.4721217 22.5 23.032947415966255 0.0 82.0 1000.0 1000.0 1000.0 -0.29236009114583333 -1.8124124 1.6098589 2.0345052083333334e-09 -7.366588 16.780846 1.9648001302083333 -3.6531577 21.396517 -4.1961669694501325e-09 0.017840128391981125 -0.002865028567612171 -0.009396648034453392 2.646953582763672 -2.321228265762329 0.6871671080589294 0.0013417437439784408 80.0 0 1.0000272989273071 0.00028319999999999994 0.4810560015447731 870000 6684 873
30 -2.819449615478516 1.676571115813525 -5.6661873 2.7918212 23.133333333333333 27.074875682617023 0.0 79.0 1000.0 1000.0 1000.0 -0.29394427083333335 -1.7524211 1.725533 -6.612141927083333e-09 -9.645924 14.43746 1.5418951822916667 -3.213929 22.463034 4.180272572540389e-09 0.014401081018149853 -0.0032780116889625788 -0.00500390212982893 2.4144623279571533 -2.060041666030884 0.6850901246070862 0.0016102626686915755 80.0 0 0.9990882873535156 0.0002826 0.4800580075310835 900000 6719 869
31 -2.09014523824056 1.699814909788434 -4.536175 1.6715487 23.066666666666666 37.71289221981434 0.0 182.0 1000.0 1000.0 1000.0 -0.27053603515625 -1.9543391 1.1245846 5.086263020833333e-09 -6.117266 18.027132 2.5203609375 -2.5693622 28.24903 -9.187062666171641e-09 0.013414076529443264 -0.003095593536272645 -0.006691735237836838 3.061535358428955 -2.7004315853118896 0.6830090284347534 0.0015432375948876143 80.0 0 0.999637246131897 0.00028199999999999997 0.4790599994846701 930000 6754 854
32 -1.8964808146158854 1.5152271076187755 -3.9379282 2.9369125 35.233333333333334 44.38819786131219 0.0 182.0 1000.0 1000.0 1000.0 -0.29703518880208335 -1.649027 1.6146872 -7.62939453125e-10 -14.391893 12.478633 2.650926302083333 -4.753044 22.174934 204.6666717529297 0.012044832110404968 -5.1272735595703125 -0.005632181651890278 3.952974557876587 -3.3244516849517822 0.6809235215187073 1.8761616945266724 80.0 0 0.8401550650596619 0.00028139999999999996 0.47806198611060285 960000 6789 856
33 -11.712847900390624 3.748905276408618 -17.025785 -2.4316442 12.333333333333334 16.428296199412312 0.0 56.0 1000.0 1000.0 1000.0 -0.53703310546875 -1.5762855 0.8310624 -5.2897135416666664e-08 -5.928356 7.624496 0.6472125 -2.274263 21.972307 5.0957996933220784e-08 0.02674493007361889 -0.0005035036592744291 -0.016307620331645012 1.2394483089447021 -1.1204088926315308 0.6788339018821716 0.0014844523975625634 80.0 0 1.0000717639923096 0.00028079999999999994 0.477064004531135 990000 6823 878
34 -11.909079996744792 4.156443349982601 -17.060644 -0.58548635 6.3 10.900000074660742 0.0 32.0 1000.0 1000.0 1000.0 -0.6269887369791667 -1.6726854 1.4229093 1.8310546875e-08 -8.57273 10.620418 0.69862265625 -4.2086334 22.07339 -1.8103916588074753e-08 0.025035366415977478 -0.0027331148739904165 -0.015305358916521072 0.8392806053161621 -0.7724924683570862 0.6767397522926331 0.0018431805074214935 80.0 0 0.9997050762176514 0.0002802 0.4760660064851852 1020000 6856 918
35 -10.777235921223959 3.9004308218071406 -16.336205 -1.1649475 8.266666666666667 15.015400622673209 0.0 63.0 1000.0 1000.0 1000.0 -0.7382763020833333 -1.582251 1.1920533 1.220703125e-08 -6.926827 7.846502 0.8679986979166666 -2.0738506 24.151985 -1.4623006139302674e-09 0.016995903104543686 -0.00359861901961267 -0.0073306444101035595 1.1222320795059204 -1.0293651819229126 0.6746411919593811 0.002020628424361348 80.0 0 0.99900221824646 0.00027959999999999997 0.47506800080179984 1050000 6889 923
36 -9.162832641601563 4.616297106405671 -16.601475 -0.16485082 14.3 17.31117342240025 0.0 51.0 1000.0 1000.0 1000.0 -0.7181033203125 -1.8573865 1.098849 -1.6276041666666667e-08 -5.6627913 16.482147 0.9634892578125 -3.440048 22.795292 2.70843507621521e-08 0.015771428123116493 -0.0026355329900979996 -0.006272837519645691 1.3874623775482178 -1.24692702293396 0.6725381016731262 0.001761097926646471 80.0 0 0.9995232820510864 0.00027899999999999995 0.4740699962916369 1080000 6921 917
37 -8.081511942545573 3.9086659195732416 -15.221586 -0.1993534 10.766666666666667 19.71240323110892 0.0 68.0 1000.0 1000.0 1000.0 -0.7448123046875 -1.6475782 1.2433565 -1.8310546875e-08 -11.174672 11.020609 0.8272451171875 -2.052692 23.439291 9.600321426717073e-09 0.016568798571825027 -0.0028318706899881363 -0.004581446293741465 1.242749571800232 -1.1425503492355347 0.6704307794570923 0.0016282793367281556 80.0 0 0.9996979236602783 0.0002784 0.473072001746849 1110000 6954 924
38 -9.319157918294271 3.5830015043638257 -15.287329 -1.1912811 16.833333333333332 21.288625282207633 0.0 63.0 1000.0 1000.0 1000.0 -0.8246602864583333 -1.6593875 1.1391249 0.0 -7.04613 8.860695 0.9641946614583333 -1.948433 25.073786 -7.263819323810594e-09 0.013774636201560497 -0.00370957562699914 -0.006700270809233189 1.3064117431640625 -1.1857012510299683 0.6683188080787659 0.0019249694887548685 80.0 0 0.9982661008834839 0.0002778 0.472073997803164 1140000 6986 923
39 -4.977850850423177 2.35979512160495 -8.928605 0.8235288 14.766666666666667 24.03287272371255 0.0 89.0 1000.0 1000.0 1000.0 -0.6037380859375 -1.5931809 1.2756543 -6.103515625e-09 -6.824011 12.872467 1.4844119791666666 -2.220159 21.861956 9.107589349355294e-09 0.01536450907588005 -0.002646748209372163 -0.005810686387121677 1.880759596824646 -1.7572646141052246 0.6662026643753052 0.0013227835297584534 80.0 0 1.0001541376113892 0.0002772 0.47107599339382866 1170000 7019 916
40 -4.468902587890625 2.5683095190820153 -9.258159 0.10746767 15.1 23.392804605084585 0.0 82.0 1000.0 1000.0 1000.0 -0.5761921223958333 -1.6198801 1.7930536 8.138020833333334e-09 -13.8056555 9.960779 1.0255621744791668 -3.5125809 20.671732 -1.3351440841802287e-08 0.017370453104376793 -0.002365090884268284 -0.006182194221764803 1.8088243007659912 -1.6895427703857422 0.6640818119049072 0.0017549904296174645 80.0 0 0.9987924695014954 0.0002766 0.4700779974332304 1200000 7052 915
41 -3.7337659200032554 2.115586437210092 -7.4354887 1.3255713 14.866666666666667 21.345932355486372 0.0 90.0 1000.0 1000.0 1000.0 -0.5430518229166666 -1.6704031 1.1305487 1.8564860026041667e-08 -6.7093487 10.957242 1.2415618489583333 -2.394094 23.437592 -2.9404958468148834e-09 0.017640018835663795 -0.002198817441239953 -0.004448346793651581 2.2865779399871826 -2.123762845993042 0.6619567275047302 0.0017262730980291963 80.0 0 0.9984887838363647 0.000276 0.46907999085743085 1230000 7085 914
42 -3.1948811848958334 2.3696894652297997 -8.440929 3.0825 19.4 25.62498729674482 0.0 96.0 1000.0 1000.0 1000.0 -0.5291200846354167 -1.6108536 1.405072 -1.4241536458333333e-08 -3.7521582 15.065985 1.408254296875 -1.856379 24.905535 6.039937439084042e-09 0.016263220459222794 -0.0030834663193672895 -0.005716986488550901 2.0337748527526855 -1.8583674430847168 0.6598266363143921 0.0018493060488253832 80.0 0 0.9995080828666687 0.00027539999999999997 0.4680820106210549 1260000 7118 904
43 -4.157655080159505 1.8705307657076866 -7.5103364 1.1681658 14.433333333333334 23.93001133949446 0.0 103.0 1000.0 1000.0 1000.0 -0.4867642578125 -1.6370214 0.8913049 -5.086263020833334e-10 -7.2712445 11.551754 0.9587050130208333 -2.8731637 19.171135 1.0045369869260412e-08 0.016233913600444794 -0.0022042326163500547 -0.003373824991285801 2.1854004859924316 -1.99485182762146 0.6576922535896301 0.001413823920302093 80.0 0 0.9996777176856995 0.0002748 0.46708400990043564 1290000 7151 909
44 -4.143059794108073 1.4961036940759602 -7.3288484 -0.5957396 16.966666666666665 19.41388403254657 0.0 63.0 1000.0 1000.0 1000.0 -0.48552822265625 -1.6261029 1.0343958 1.0172526041666666e-08 -3.484989 17.076134 1.5608055989583334 -1.1622287 25.828981 -1.3224283890167499e-08 0.012906242161989212 -0.0013971910811960697 -0.003274440998211503 2.389646530151367 -2.1617934703826904 0.6555535793304443 0.00137046305462718 80.0 0 1.0000532865524292 0.0002742 0.4660859978902244 1320000 7186 877
45 -3.7720314025878907 1.6661270539621706 -7.3728805 -0.30100247 13.766666666666667 25.580830835803592 0.0 129.0 1000.0 1000.0 1000.0 -0.41437291666666665 -1.7694227 1.1022681 1.4241536458333333e-08 -5.0115447 13.781689 0.9264272786458333 -3.420179 20.991037 -2.686182609679122e-09 0.016821306198835373 -0.001929465914145112 -0.0027953425887972116 1.5425838232040405 -1.3741854429244995 0.6534098982810974 0.0013264860026538372 80.0 0 0.9989491105079651 0.0002736 0.4650880114870078 1350000 7219 885
46 -2.9185770670572917 2.234841834608469 -6.3090568 2.822904 26.733333333333334 41.42377223587924 0.0 184.0 1000.0 1000.0 1000.0 -0.3986068684895833 -1.6214288 1.0444663 8.138020833333334e-09 -4.7844763 12.964885 1.3552510416666668 -4.461255 27.98288 34.66666793823242 0.014997605234384537 -7.571567535400391 -0.004907590337097645 3.3195109367370605 -3.012502431869507 0.6512619256973267 1.7126591205596924 80.0 0 0.8578072786331177 0.00027299999999999997 0.46409000434407544 1380000 7254 862
47 -4.708170064290365 2.9426499694617836 -13.00641 -1.2905461 12.533333333333333 21.59433866177854 0.0 77.0 1000.0 1000.0 1000.0 -0.33601940104166667 -1.5680088 1.1566902 4.069010416666667e-09 -2.4753275 10.00642 1.543166015625 -1.2129904 25.277323 -2.6067097369519843e-09 0.036301981657743454 8.286386582767591e-05 -0.009870250709354877 2.173356771469116 -2.024296760559082 0.6491089463233948 0.0017954723443835974 80.0 0 0.9982892870903015 0.0002724 0.463092013378182 1410000 7289 872
48 -3.6912933349609376 2.755288881640011 -8.033691 1.1899884 7.4 14.923358892186437 0.0 67.0 1000.0 1000.0 1000.0 -0.24848037109375 -1.6570662 1.2856839 -8.138020833333334e-09 -5.0525923 9.502786 0.8148806640625 -2.7536535 18.375008 3.3696492263146638e-09 0.037660516798496246 -0.0015739059308543801 -0.007949757389724255 0.8747718930244446 -0.7487223148345947 0.6469516158103943 0.0013497235486283898 80.0 0 0.9996604919433594 0.0002718 0.4620939926194436 1440000 7323 867
49 -3.3989606221516926 2.0386341020084364 -7.1491065 0.4671028 7.433333333333334 16.125927581524834 0.0 75.0 1000.0 1000.0 1000.0 -0.23035291341145833 -1.719865 1.2850639 4.069010416666667e-09 -4.4155 9.564205 0.7844490885416666 -2.825423 17.7806 4.037221223995857e-09 0.03399045020341873 -0.001914316089823842 -0.007697016466408968 1.0659805536270142 -0.98332279920578 0.6447895765304565 0.0016311530489474535 80.0 0 0.9989717602729797 0.0002712 0.4610960064877359 1470000 7733 73
50 -3.8186159769694012 2.2866722846819463 -9.315248 -0.59294003 9.733333333333333 15.22702279854114 0.0 57.0 1000.0 1000.0 1000.0 -0.30020771484375 -1.772472 1.2871889 -5.594889322916667e-09 -3.1667683 9.912117 1.2494575520833333 -2.6239777 28.231798 4.4345855876315454e-09 0.028348268941044807 -0.0013845798093825579 -0.0034798835404217243 1.337268590927124 -1.2062772512435913 0.6426228880882263 0.001374643761664629 80.0 0 0.9997904896736145 0.00027059999999999996 0.4600980092110313 1500000 7765 922
51 -2.9418207804361978 1.7488025019528615 -7.883165 0.005738203 5.6 11.116354977319267 0.0 50.0 1000.0 1000.0 1000.0 -0.29859026692708335 -1.7260985 1.3619113 -1.220703125e-08 -3.0253968 9.242626 1.04794765625 -3.0464787 18.386032 1.0490417423625331e-08 0.02358604595065117 -0.0018639760091900826 -0.005195011384785175 1.0527002811431885 -0.9642523527145386 0.6404513120651245 0.0013484463561326265 80.0 0 0.9991229176521301 0.00027 0.4591000102019319 1530000 8163 75
52 -2.5232317606608072 1.5639128540684237 -5.9302 0.5867502 20.733333333333334 29.47420637007608 0.0 122.0 1000.0 1000.0 1000.0 -0.2653359700520833 -1.6955273 1.46296 8.138020833333334e-09 -3.6602774 12.59911 1.15366484375 -3.2810476 19.85082 -1.3383229635621774e-08 0.020548729225993156 -0.0011510145850479603 -0.002287256997078657 2.499842643737793 -2.3220534324645996 0.6382750272750854 0.0009876221884042025 80.0 0 0.9991495013237 0.0002694 0.4581019915476621 1560000 8886 41
53 -1.4308539072672526 1.791364753776004 -6.1910295 1.7947092 8.9 14.379034759850885 0.0 52.0 1000.0 1000.0 1000.0 -0.2506868326822917 -1.7888539 1.5412074 4.069010416666667e-09 -3.756679 11.388424 2.2798505208333335 -3.376233 25.601213 -4.577636936176077e-09 0.024264944717288017 -0.0027149978559464216 -0.0047158063389360905 2.1480462551116943 -1.9746432304382324 0.6360942125320435 0.0017297965241596103 80.0 0 1.0002636909484863 0.0002688 0.4571039900439277 1590000 9345 65
