Epoch EpRet/Mean EpRet/Std EpRet/Min EpRet/Max EpCosts/Mean EpCosts/Std EpCosts/Min EpCosts/Max EpLen/Mean EpLen/Min EpLen/Max Values/V/Mean Values/V/Min Values/V/Max Values/Adv/Mean Values/Adv/Min Values/Adv/Max Loss/Pi Loss/Value Loss/DeltaPi Loss/DeltaValue Entropy KL Misc/StopIter Misc/Seed PolicyRatio LR Misc/ExplorationNoiseStd TotalEnvSteps Time FPS
11 5.633233 5.302161 0.45040432 19.570417 106.67857 84.197075 6.0 318.0 1000.0 1000.0 1000.0 0.48016053 -0.371443 3.4788158 0.015451376 -1.7834098 2.7116234 -0.015451377 0.03812962 -0.0038581816 -0.03329414 0.7238292 0.004038569 80.0 0 1.0000548 0.000294 0.4990199874853069 330000 177 2039
12 7.7899933 4.173477 0.5972718 16.13946 200.89285 159.63852 0.0 783.0 1000.0 1000.0 1000.0 0.63990337 -0.34325832 2.9113727 0.023132544 -1.6264714 2.6283908 -0.023132546 0.046680648 -0.0045982846 -0.03947567 0.72182757 0.0042832373 80.0 0 0.99911416 0.0002934 0.49802200780647804 360000 193 1843
13 8.091376 4.859032 1.1144794 16.993841 146.32143 121.085 0.0 571.0 1000.0 1000.0 1000.0 0.64375144 -0.39201516 2.6401694 0.024513891 -1.5392886 2.5265772 -0.024513893 0.047972277 -0.0048130234 -0.040039197 0.71982163 0.0043032956 80.0 0 0.9987864 0.00029279999999999996 0.4970240094664514 390000 208 1971
14 6.88617 4.1439924 0.46615887 18.852406 120.92857 88.6836 0.0 344.0 1000.0 1000.0 1000.0 0.615534 -0.3258518 2.8080013 0.009604226 -1.3278849 2.5009875 -0.009604225 0.04897757 -0.005006753 -0.041964553 0.7178115 0.0042385985 80.0 0 0.997382 0.00029219999999999995 0.4960260005845061 420000 225 1793
15 7.097875 3.0041528 0.2627231 12.806498 113.03571 56.155704 19.0 264.0 1000.0 1000.0 1000.0 0.60639036 -0.78109086 2.6133628 0.015697103 -1.2857481 2.1940358 -0.015697107 0.041325476 -0.0047196955 -0.035046183 0.7157975 0.0041539147 80.0 0 0.998664 0.0002916 0.4950279892637624 450000 240 2005
16 8.647963 3.5266004 1.1755579 15.197136 174.5 112.44951 0.0 493.0 1000.0 1000.0 1000.0 0.7858973 -0.70926464 3.096017 0.014351568 -1.169204 3.0479963 -0.014351569 0.054983437 -0.005678013 -0.047560968 0.7137796 0.004579545 80.0 0 0.99835616 0.00029099999999999997 0.49403001303756583 480000 257 1804
17 8.7954855 4.331873 1.4341595 16.799215 120.64286 71.80888 0.0 269.0 1000.0 1000.0 1000.0 0.7845127 -0.33503747 3.1386476 0.020188194 -1.1955309 2.479571 -0.020188194 0.04586657 -0.005384453 -0.038777314 0.7117573 0.004580524 80.0 0 0.9977492 0.00029039999999999996 0.4930319916369756 510000 273 1865
18 11.35219 4.2127786 5.4756427 17.945135 139.32143 87.69959 0.0 319.0 1000.0 1000.0 1000.0 0.9416332 -0.4306236 2.7400563 0.030031588 -1.355255 2.4474127 -0.030031588 0.06910233 -0.0068606203 -0.059350017 0.709731 0.0051990957 80.0 0 0.99787277 0.00028979999999999994 0.4920339921279806 540000 288 1980
19 10.2495775 4.317445 2.467388 18.219875 126.75 69.908936 18.0 265.0 1000.0 1000.0 1000.0 0.985314 -0.6091869 3.0555904 0.006204956 -1.5047376 3.0369656 -0.006204959 0.062769495 -0.0064888713 -0.05435047 0.7077006 0.0048204158 80.0 0 0.9973566 0.0002892 0.49103599328005176 570000 305 1798
20 11.984069 4.53016 1.4059373 19.282848 139.10715 71.529884 42.0 326.0 1000.0 1000.0 1000.0 1.0719258 -0.21457574 3.2174044 0.025619147 -1.1981803 2.7612162 -0.02561915 0.061141 -0.006328862 -0.052360196 0.7056661 0.004725755 80.0 0 1.0000757 0.00028859999999999997 0.49003800329248687 600000 323 1718
21 14.281939 4.598703 4.5858793 24.6278 139.57143 77.70844 16.0 293.0 1000.0 1000.0 1000.0 1.1560919 -0.15371236 3.1701214 0.041475594 -1.5067985 3.5683322 -0.041475594 0.075525224 -0.007295461 -0.06356606 0.7036275 0.0049923444 80.0 0 0.9993948 0.00028799999999999995 0.48904000119877045 630000 338 1901
22 15.113142 4.672512 2.7497363 26.574785 137.07143 82.10139 15.0 330.0 1000.0 1000.0 1000.0 1.2636149 -0.2424238 3.2938328 0.045010976 -1.558409 2.8359406 -0.04501098 0.08828264 -0.008162297 -0.075014025 0.7015848 0.005311583 80.0 0 0.9984516 0.00028739999999999994 0.48804199534303844 660000 355 1864
23 14.643546 4.780077 2.310477 23.367687 124.53571 74.612564 0.0 325.0 1000.0 1000.0 1000.0 1.2562021 -0.31949297 3.3812995 0.038522962 -1.3631296 2.8853507 -0.03852296 0.07317749 -0.0072814487 -0.0614933 0.6995376 0.004912092 80.0 0 0.99985445 0.0002868 0.4870439940524629 690000 372 1774
24 13.888434 5.4359927 1.4216063 21.445965 155.75 67.36342 45.0 319.0 1000.0 1000.0 1000.0 1.3499811 -0.31071427 3.2596033 0.01528912 -1.3809663 2.7966914 -0.01528912 0.071078405 -0.0072707897 -0.060695644 0.6974865 0.005204604 80.0 0 0.9973258 0.00028619999999999996 0.48604600563714795 720000 386 2011
25 14.045731 4.9717646 2.8621686 28.67285 144.92857 76.16004 4.0 308.0 1000.0 1000.0 1000.0 1.4090023 -0.08121896 3.5458286 0.008667065 -1.4637735 3.0061653 -0.008667065 0.08286754 -0.00776124 -0.070552275 0.69543105 0.0054627345 80.0 0 0.99611044 0.00028559999999999995 0.48504800947891086 750000 403 1838
26 15.189958 4.7152534 5.6737256 24.160887 148.67857 89.080246 6.0 342.0 1000.0 1000.0 1000.0 1.4396883 0.108443916 3.4984508 0.01858949 -1.2074485 2.6258302 -0.01858949 0.079924256 -0.007719233 -0.06895648 0.6933714 0.0053271186 80.0 0 0.9964829 0.000285 0.4840500140318596 780000 419 1817
27 15.002582 2.8912547 10.421787 22.526398 153.25 62.683804 24.0 280.0 1000.0 1000.0 1000.0 1.5261862 -0.045865983 3.3635426 0.0054640407 -1.3255413 2.4987817 -0.0054640416 0.08072774 -0.007599815 -0.0688445 0.69130737 0.0052654753 80.0 0 0.9957099 0.0002844 0.4830519989405728 810000 435 1902
28 18.1658 4.811929 7.509003 30.351734 112.67857 69.567566 1.0 249.0 1000.0 1000.0 1000.0 1.6127864 0.012697548 3.495414 0.036426935 -1.6394898 2.600778 -0.03642694 0.08650687 -0.008105714 -0.072836414 0.6892395 0.005390087 80.0 0 0.9988007 0.00028379999999999996 0.48205400153539285 840000 451 1864
29 14.69609 4.292261 7.2721133 22.639744 122.60714 63.081768 31.0 339.0 1000.0 1000.0 1000.0 1.5480982 -0.17939731 3.8958862 -0.010110608 -1.6037935 2.391291 0.010110607 0.066661894 -0.007170191 -0.055915784 0.6871671 0.005222127 80.0 0 0.9935192 0.00028319999999999994 0.4810560015447731 870000 468 1793
30 14.142249 4.5528593 5.17955 22.86573 150.03572 65.31435 46.0 295.0 1000.0 1000.0 1000.0 1.6011449 -0.14051905 3.5432255 -0.015906485 -1.4089288 2.7574928 0.015906489 0.07426338 -0.0076075243 -0.06368428 0.6850902 0.0056462605 80.0 0 0.9939532 0.0002826 0.4800580075310835 900000 484 1941
31 17.032095 4.397611 6.5925245 26.49141 140.71428 87.46014 6.0 360.0 1000.0 1000.0 1000.0 1.5973982 0.16212946 3.5340765 0.021488208 -1.4511675 2.5649252 -0.021488206 0.07603463 -0.0076195803 -0.06372314 0.6830091 0.005266051 80.0 0 0.99661803 0.00028199999999999997 0.4790599994846701 930000 499 1956
32 15.759608 4.253658 7.11932 23.103298 128.64285 58.792744 17.0 262.0 1000.0 1000.0 1000.0 1.5793492 0.0650022 3.6153681 0.0067204502 -2.052915 3.03165 -0.0067204507 0.0771429 -0.00733105 -0.06569706 0.6809235 0.0056368294 80.0 0 0.9953149 0.00028139999999999996 0.47806198611060285 960000 515 1920
33 16.42291 5.7068143 4.0109053 26.443836 125.25 72.9959 24.0 342.0 1000.0 1000.0 1000.0 1.7055889 0.11476523 3.790214 -0.0042538242 -1.566947 2.576993 0.004253826 0.08911544 -0.008328076 -0.07662952 0.6788339 0.0060954513 80.0 0 0.995577 0.00028079999999999994 0.477064004531135 990000 532 1777
34 19.088627 5.1774273 3.0948381 29.532122 124.82143 76.453094 10.0 357.0 1000.0 1000.0 1000.0 1.7730248 0.26289406 4.026546 0.033443604 -1.425176 2.3388004 -0.033443604 0.09320734 -0.008766164 -0.07877137 0.67673975 0.0053148316 80.0 0 0.9995287 0.0002802 0.4760660064851852 1020000 550 1680
35 17.405352 4.8653474 4.8478346 25.792393 125.75 56.47795 12.0 232.0 1000.0 1000.0 1000.0 1.8050966 0.018621206 4.262137 -0.009535672 -2.3974524 3.26246 0.009535672 0.07601665 -0.0077764834 -0.06439252 0.6746412 0.005689414 80.0 0 0.99384 0.00027959999999999997 0.47506800080179984 1050000 565 2017
36 16.715107 4.4858165 1.4842242 23.707047 159.42857 73.7585 48.0 339.0 1000.0 1000.0 1000.0 1.749413 0.15124196 3.6037483 -0.00211297 -1.428516 3.280677 0.0021129698 0.08104105 -0.007688613 -0.06842449 0.6725381 0.0057460666 80.0 0 0.99404776 0.00027899999999999995 0.4740699962916369 1080000 582 1789
37 16.665033 4.716967 6.1252403 25.002693 141.35715 80.064354 29.0 412.0 1000.0 1000.0 1000.0 1.7824377 0.3960478 4.334199 -0.010391189 -1.643504 2.3868039 0.010391187 0.07454562 -0.00780967 -0.062732145 0.6704308 0.0058998265 80.0 0 0.99381334 0.0002784 0.473072001746849 1110000 599 1769
38 19.319384 6.2817464 5.5910044 29.434122 151.32143 97.00223 2.0 413.0 1000.0 1000.0 1000.0 1.86561 0.2867589 3.879438 0.013468573 -1.4019445 3.1594956 -0.013468575 0.08821932 -0.008072045 -0.07539855 0.66831875 0.005445445 80.0 0 0.99711794 0.0002778 0.472073997803164 1140000 613 2082
39 19.245955 5.387824 4.2340603 27.655102 130.96428 59.496387 30.0 277.0 1000.0 1000.0 1000.0 1.8859764 0.1665225 3.9128337 0.012684585 -1.500306 3.3595755 -0.012684584 0.08637951 -0.008466577 -0.07272351 0.6662026 0.006035095 80.0 0 0.9955825 0.0002772 0.47107599339382866 1170000 631 1673
40 20.197935 4.2449384 10.989126 28.916227 123.0 65.891685 46.0 295.0 1000.0 1000.0 1000.0 1.9236336 0.3906705 4.564431 0.017211288 -2.8719656 3.5307548 -0.017211288 0.09417711 -0.008939171 -0.07919987 0.664082 0.0062826537 80.0 0 0.9954859 0.0002766 0.4700779974332304 1200000 646 1995
41 18.045322 4.4622684 8.89214 24.916836 135.21428 69.53692 22.0 288.0 1000.0 1000.0 1000.0 1.8522079 0.1964361 4.2434435 0.00075095444 -2.2135046 2.8045683 -0.0007509545 0.078999534 -0.007969064 -0.06658782 0.6619568 0.0057123993 80.0 0 0.9960463 0.000276 0.46907999085743085 1230000 662 1850
42 17.878452 4.333782 10.383189 25.933857 170.96428 84.2795 20.0 349.0 1000.0 1000.0 1000.0 1.9285887 0.36873707 4.802128 -0.016596673 -2.3875022 2.5092862 0.016596675 0.08522028 -0.008258102 -0.071077555 0.65982664 0.0058800364 80.0 0 0.99386907 0.00027539999999999997 0.4680820106210549 1260000 677 2061
43 19.1394 5.96495 3.8209357 28.373035 136.28572 64.25722 37.0 288.0 1000.0 1000.0 1000.0 1.9572023 0.5391403 4.3175344 0.0027913717 -1.6204334 2.5073442 -0.0027913703 0.090712845 -0.008349257 -0.07641694 0.6576924 0.005650896 80.0 0 0.99475276 0.0002748 0.46708400990043564 1290000 694 1820
44 19.570658 4.384888 7.476991 26.71409 111.78571 70.358955 16.0 243.0 1000.0 1000.0 1000.0 1.9718447 0.52039874 4.7302556 -0.002737087 -2.042597 2.6933296 0.0027370886 0.08376551 -0.008239239 -0.07016936 0.65555346 0.0055970238 80.0 0 0.9958416 0.0002742 0.4660859978902244 1320000 709 1973
45 19.522005 3.9207053 8.530941 26.352655 135.60715 65.12698 7.0 273.0 1000.0 1000.0 1000.0 1.960468 0.4713933 5.020037 0.0063719265 -2.3303273 2.5586066 -0.0063719274 0.08636499 -0.008861527 -0.0733755 0.6534099 0.006183505 80.0 0 0.99542755 0.0002736 0.4650880114870078 1350000 726 1770
46 18.059534 6.3326974 2.7035782 33.972507 157.78572 114.36013 4.0 589.0 1000.0 1000.0 1000.0 1.9454457 0.53690916 4.466788 -0.015258284 -1.685602 2.8026197 0.015258283 0.0868054 -0.008434892 -0.07368432 0.65126175 0.005843182 80.0 0 0.9932925 0.00027299999999999997 0.46409000434407544 1380000 743 1752
47 19.421087 6.107894 7.5038486 33.737217 127.64286 82.31135 9.0 294.0 1000.0 1000.0 1000.0 1.9723533 0.4158479 4.032873 0.0013134888 -1.7607363 2.6075704 -0.0013134899 0.095774785 -0.009217421 -0.0811573 0.64910895 0.0062938514 80.0 0 0.9938023 0.0002724 0.463092013378182 1410000 758 1986
48 18.842224 6.0992684 1.3522283 28.671408 151.21428 80.88721 26.0 310.0 1000.0 1000.0 1000.0 1.9828365 0.36892992 4.4992886 -0.007689113 -2.177185 2.4248269 0.007689112 0.09484326 -0.009145023 -0.08112865 0.64695156 0.0059985705 80.0 0 0.99415886 0.0002718 0.4620939926194436 1440000 775 1832
49 20.4613 5.083882 9.405353 29.767578 116.0 62.850163 23.0 246.0 1000.0 1000.0 1000.0 2.0322835 0.28598392 4.6042 0.013156998 -2.4373546 3.0696707 -0.013156997 0.09772992 -0.00905901 -0.08146393 0.6447896 0.006035283 80.0 0 0.9957502 0.0002712 0.4610960064877359 1470000 790 1948
50 19.04504 5.460022 0.22493927 27.029348 152.25 67.837845 34.0 290.0 1000.0 1000.0 1000.0 2.052137 0.4538561 4.9010887 -0.020275142 -2.3806891 2.428491 0.020275142 0.0847182 -0.008526376 -0.07061197 0.6426228 0.0058623925 80.0 0 0.993756 0.00027059999999999996 0.4600980092110313 1500000 807 1792
51 19.699127 5.198966 10.565888 28.983065 142.85715 76.909836 32.0 305.0 1000.0 1000.0 1000.0 2.0703495 0.4132405 4.372858 -0.010782088 -2.4707863 2.5604498 0.01078209 0.08675474 -0.009229637 -0.07239708 0.6404513 0.006400135 80.0 0 0.993052 0.00027 0.4591000102019319 1530000 824 1784
52 18.217712 4.127931 9.583655 26.03244 130.32143 59.25855 38.0 246.0 1000.0 1000.0 1000.0 2.0452924 0.5595162 4.7090034 -0.029720858 -1.8726163 2.2337492 0.029720858 0.08381012 -0.009051843 -0.06950529 0.6382751 0.0067382306 80.0 0 0.9913829 0.0002694 0.4581019915476621 1560000 838 2079
53 22.979038 5.5424576 10.2126045 31.84141 114.85714 71.59245 11.0 264.0 1000.0 1000.0 1000.0 2.1377475 0.538934 4.294612 0.035071738 -1.7109334 3.908646 -0.035071738 0.116098866 -0.010011105 -0.09763618 0.6360942 0.0064975317 80.0 0 0.99757516 0.0002688 0.4571039900439277 1590000 856 1745
54 19.135664 6.7387795 0.0038473308 31.164715 122.25 79.51398 0.0 313.0 1000.0 1000.0 1000.0 2.108799 0.7080846 4.8112307 -0.02966849 -1.6948856 3.5091639 0.029668495 0.09787679 -0.009603374 -0.08372767 0.63390833 0.0066552283 80.0 0 0.99235415 0.00026819999999999996 0.456105987855782 1620000 871 1974
55 20.172037 4.8784285 10.888691 27.50148 133.53572 68.51094 4.0 295.0 1000.0 1000.0 1000.0 2.104507 0.62408525 4.8077536 -0.0053309686 -2.088883 2.414847 0.0053309696 0.095860854 -0.009390046 -0.0801282 0.63171804 0.0063065365 80.0 0 0.9946605 0.0002676 0.45510799449199707 1650000 887 1832
56 21.552654 4.795629 14.287326 37.042255 120.42857 51.1227 39.0 251.0 1000.0 1000.0 1000.0 2.2115304 0.5336911 4.8646483 0.0035769676 -1.642163 2.7359593 -0.0035769683 0.101508506 -0.00969148 -0.085427776 0.62952274 0.0063719098 80.0 0 0.9948788 0.000267 0.4541099923733702 1680000 902 2001
57 21.269823 4.0446324 13.796705 28.59347 171.75 66.85412 73.0 375.0 1000.0 1000.0 1000.0 2.2235768 0.70780224 5.2242928 -0.013308728 -1.6608975 3.336399 0.013308727 0.100196764 -0.0098317405 -0.083373696 0.6273226 0.0065058134 80.0 0 0.99363834 0.00026639999999999997 0.4531119911451714 1710000 918 1935
58 21.327433 4.631014 12.9323435 30.602745 156.92857 84.016556 3.0 359.0 1000.0 1000.0 1000.0 2.224564 0.53125155 4.5934453 -0.0040248632 -1.558075 3.1023412 0.004024864 0.09532094 -0.009239385 -0.078712404 0.6251177 0.0062148506 80.0 0 0.9940477 0.00026579999999999996 0.45211400043148375 1740000 933 1939
59 20.023458 4.392945 12.294066 31.774885 138.28572 68.25732 16.0 320.0 1000.0 1000.0 1000.0 2.2355852 0.6638042 4.823994 -0.02995118 -1.8257992 3.2104318 0.029951185 0.10646831 -0.010020968 -0.08932644 0.62290776 0.0064240545 80.0 0 0.9922014 0.0002652 0.4511160029464541 1770000 952 1666
60 21.414978 4.0776243 13.533349 28.92535 117.07143 81.274635 4.0 343.0 1000.0 1000.0 1000.0 2.2782376 0.6769732 5.286479 -0.01853081 -2.172437 2.5980647 0.018530816 0.1002462 -0.009914412 -0.083336905 0.62069315 0.006403597 80.0 0 0.99228084 0.0002646 0.45011800844982525 1800000 967 1919
61 21.194292 4.4885316 11.843536 31.915745 146.96428 70.71193 9.0 277.0 1000.0 1000.0 1000.0 2.2095206 0.54002243 4.6698804 -0.008086869 -1.6422542 2.421865 0.008086868 0.08292417 -0.008655002 -0.068165585 0.6184734 0.005855417 80.0 0 0.99556863 0.00026399999999999997 0.44911999991009005 1830000 984 1836
62 21.216663 4.929954 10.2795515 29.310486 148.57143 71.376976 17.0 286.0 1000.0 1000.0 1000.0 2.203734 0.7089687 4.241394 -0.0054571657 -2.3055685 2.6610765 0.005457167 0.08517185 -0.008976927 -0.070503876 0.6162487 0.006561534 80.0 0 0.99329966 0.00026339999999999995 0.44812198722208024 1860000 999 1919
63 22.740696 4.8963885 10.727416 32.857376 118.5 63.79571 14.0 255.0 1000.0 1000.0 1000.0 2.2721043 0.7166164 5.676208 0.0075812805 -2.7836158 2.9146547 -0.0075812745 0.09933126 -0.009099968 -0.08245163 0.61401933 0.006022645 80.0 0 0.9959753 0.0002628 0.4471240069093927 1890000 1015 1961
64 22.937378 4.159411 13.198524 30.473284 128.21428 64.32971 26.0 263.0 1000.0 1000.0 1000.0 2.2689078 0.7532556 4.6127114 0.017314332 -1.9153807 3.0263796 -0.017314333 0.11179905 -0.010305591 -0.0927576 0.6117846 0.0063461736 80.0 0 0.9962485 0.0002622 0.4461259888709086 1920000 1032 1708
65 19.638748 5.9896717 5.4677963 32.68228 170.03572 78.71807 20.0 324.0 1000.0 1000.0 1000.0 2.2579525 0.51671386 4.902713 -0.040626343 -1.9385304 2.5858269 0.040626343 0.09733416 -0.009433587 -0.08195861 0.60954523 0.0061407187 80.0 0 0.99171996 0.00026159999999999996 0.4451279963556191 1950000 1049 1766
66 23.429186 5.726354 12.895279 38.35029 136.71428 79.533844 23.0 318.0 1000.0 1000.0 1000.0 2.33989 0.7215054 4.765257 0.0092919655 -1.7718439 3.4613125 -0.0092919655 0.11294335 -0.010233492 -0.0938721 0.6073007 0.0064259935 80.0 0 0.9958207 0.000261 0.444130012697655 1980000 1065 1950
67 20.88174 6.3821006 1.1722639 29.897459 163.03572 147.31902 15.0 850.0 1000.0 1000.0 1000.0 2.3106475 0.8541987 5.346713 -0.031146692 -2.1424913 2.4929113 0.0311467 0.09788069 -0.009540493 -0.08175689 0.60505104 0.0062663546 80.0 0 0.9909935 0.0002604 0.4431319950338665 2010000 1081 1845
68 22.205145 4.1778765 14.126359 30.4085 123.75 67.17973 30.0 274.0 1000.0 1000.0 1000.0 2.26142 0.86298233 4.8890367 -0.0088613 -2.2718134 3.0673072 0.008861301 0.10453289 -0.00996997 -0.08756038 0.60279644 0.0064204275 80.0 0 0.9926543 0.00025979999999999997 0.44213400636730055 2040000 1097 1926
69 22.363651 5.5454 9.020528 34.126076 129.32143 60.39989 26.0 258.0 1000.0 1000.0 1000.0 2.321138 0.83485603 5.277401 -0.0022418161 -2.7053902 3.056532 0.002241815 0.11606318 -0.01049583 -0.09614731 0.6005364 0.006741464 80.0 0 0.9950931 0.00025919999999999996 0.4411360040273004 2070000 1113 1873
70 23.189837 4.0842013 17.195328 32.183777 125.71429 64.04734 2.0 248.0 1000.0 1000.0 1000.0 2.3270578 0.6225156 4.8921704 0.0042004813 -1.9588675 4.1378217 -0.0042004827 0.11137702 -0.010064945 -0.09256801 0.5982714 0.0062764063 80.0 0 0.9943354 0.0002586 0.4401379982646756 2100000 1129 1882
71 21.620617 6.73651 0.5656104 32.556812 165.64285 81.71738 27.0 401.0 1000.0 1000.0 1000.0 2.338531 0.5811757 5.278103 -0.022122603 -2.8346484 3.369033 0.022122601 0.113972664 -0.0105858315 -0.09552438 0.59600157 0.0064520845 80.0 0 0.9925448 0.000258 0.4391399993071233 2130000 1145 1824
72 22.635159 6.046472 5.7933598 30.22172 165.5 64.64491 66.0 289.0 1000.0 1000.0 1000.0 2.4113536 1.0012488 4.5218134 -0.021655431 -1.8992875 2.5897336 0.021655431 0.10952164 -0.010364922 -0.08996425 0.5937262 0.006491566 80.0 0 0.992473 0.00025739999999999997 0.43814199124377295 2160000 1162 1785
73 22.086987 3.545723 15.399663 28.686281 117.25 61.005634 32.0 289.0 1000.0 1000.0 1000.0 2.3865838 0.8021349 5.182431 -0.022221375 -2.7553477 2.89713 0.02222137 0.11264495 -0.011112238 -0.09249712 0.5914459 0.007140335 80.0 0 0.9906331 0.00025679999999999995 0.4371440104898926 2190000 1177 2092
74 23.398497 5.1092596 14.864419 35.41209 144.0 69.52389 28.0 338.0 1000.0 1000.0 1000.0 2.3945565 0.8990514 4.6800942 -0.0022301765 -1.7975105 3.1177132 0.0022301748 0.105540276 -0.009945281 -0.086786084 0.5891603 0.0064878482 80.0 0 0.9934544 0.0002562 0.4361459892139098 2220000 1192 1931
75 22.673983 5.171002 7.854843 32.088913 138.14285 77.91007 10.0 302.0 1000.0 1000.0 1000.0 2.391621 0.9889033 4.9045377 -0.0060741194 -1.4625542 2.7178874 0.006074119 0.106922 -0.010011377 -0.08643989 0.58686936 0.006643611 80.0 0 0.9928001 0.0002556 0.43514798995853615 2250000 1208 1892
76 24.46398 5.564586 11.105362 34.166576 114.85714 51.10124 11.0 232.0 1000.0 1000.0 1000.0 2.4134579 0.8611953 5.1510105 0.01896259 -1.7878355 3.6794684 -0.018962588 0.111848265 -0.010120624 -0.09101355 0.5845734 0.00637268 80.0 0 0.9973725 0.00025499999999999996 0.4341499971346156 2280000 1224 1935
77 19.594364 7.1519837 -0.27383497 36.554195 152.64285 55.916527 35.0 291.0 1000.0 1000.0 1000.0 2.3556361 0.8754216 5.385282 -0.056261156 -1.6935096 3.1152022 0.056261156 0.1293895 -0.010980314 -0.10998737 0.58227193 0.006952074 80.0 0 0.9894506 0.00025439999999999995 0.43315199536685484 2310000 1238 2124
78 22.31488 4.8755493 10.480604 31.314081 134.21428 57.326355 37.0 265.0 1000.0 1000.0 1000.0 2.4080763 0.85025287 4.938358 -0.017712647 -2.420129 2.9136662 0.017712645 0.113522224 -0.010561455 -0.09339837 0.5799652 0.006856666 80.0 0 0.9925412 0.0002538 0.43215399525204157 2340000 1254 1923
79 22.469225 5.0047717 9.786786 35.29526 135.64285 78.39744 3.0 315.0 1000.0 1000.0 1000.0 2.4210052 0.9606787 5.2136316 -0.021068847 -2.0049167 3.534102 0.021068847 0.1133213 -0.010985188 -0.09365007 0.57765335 0.006542176 80.0 0 0.99296063 0.0002532 0.43115600736255 2370000 1269 2018
