Epoch EpRet/Mean EpRet/Std EpRet/Min EpRet/Max EpCosts/Mean EpCosts/Std EpCosts/Min EpCosts/Max EpLen/Mean EpLen/Min EpLen/Max Values/V/Mean Values/V/Min Values/V/Max Values/Adv/Mean Values/Adv/Min Values/Adv/Max Loss/Pi Loss/Value Loss/DeltaPi Loss/DeltaValue Entropy KL Misc/StopIter Misc/Seed PolicyRatio LR Misc/ExplorationNoiseStd TotalEnvSteps Time FPS
27 20.518917 1.4954501 18.151495 24.58953 51.57143 40.95767 0.0 145.0 1000.0 1000.0 1000.0 1.7286929 0.4136603 2.7583718 0.05737164 -1.0454208 1.0243436 -0.057371635 0.020527998 -0.0026191268 -0.016280547 0.69130737 0.0031852382 80.0 1 1.0043776 0.0003 0.4830519989405728 810000 275 2691
28 19.983555 2.156274 14.247544 24.352701 53.07143 38.737144 0.0 149.0 1000.0 1000.0 1000.0 1.7484559 0.25769675 2.739147 0.046227872 -0.9922101 1.0134481 -0.046227876 0.019506885 -0.002645447 -0.015238343 0.6892395 0.0032507204 80.0 1 1.0032716 0.0003 0.48205400153539285 840000 286 2642
29 21.122602 1.4443423 16.333757 23.431477 68.14286 49.047146 0.0 188.0 1000.0 1000.0 1000.0 1.7953867 0.3322041 2.807044 0.057162646 -0.74462086 1.3484428 -0.057162646 0.020972308 -0.0027596718 -0.016538048 0.6871671 0.0032867265 80.0 1 1.0044997 0.0003 0.4810560015447731 870000 297 2694
30 21.057505 1.4988083 18.378767 23.504229 57.214287 41.711044 0.0 167.0 1000.0 1000.0 1000.0 1.8266503 0.5262057 2.71483 0.04992887 -0.7007384 1.0097781 -0.049928866 0.017143581 -0.002318291 -0.013396425 0.6850902 0.003219103 80.0 1 1.0040687 0.0003 0.4800580075310835 900000 309 2650
31 21.901777 1.1710743 19.640804 23.9323 54.17857 42.504665 0.0 132.0 1000.0 1000.0 1000.0 1.9047345 0.70800644 2.8368485 0.04985005 -0.76093185 1.1209531 -0.049850047 0.017070694 -0.0024031447 -0.013623191 0.6830091 0.0031660155 80.0 1 1.0043912 0.0003 0.4790599994846701 930000 320 2646
32 21.57163 1.6119747 17.949266 24.128973 52.0 38.203403 0.0 156.0 1000.0 1000.0 1000.0 1.9249109 0.61833316 2.9098997 0.042257063 -0.82008344 0.96141005 -0.042257063 0.017866256 -0.002608057 -0.013969384 0.6809235 0.0034855406 80.0 1 1.0039932 0.0003 0.47806198611060285 960000 331 2656
33 22.086731 1.886876 17.329227 25.527107 48.92857 40.960716 0.0 157.0 1000.0 1000.0 1000.0 1.970077 0.40121046 2.8647919 0.04071179 -0.98832774 1.3263625 -0.04071179 0.019353174 -0.002561532 -0.014971847 0.6788339 0.0032108552 80.0 1 1.0034873 0.0003 0.477064004531135 990000 343 2656
34 21.847448 2.253886 14.133768 25.100609 45.25 32.660183 0.0 124.0 1000.0 1000.0 1000.0 2.0008452 0.62388897 3.1862562 0.036846567 -0.89230686 1.2374995 -0.036846567 0.019076439 -0.0026579406 -0.015074202 0.67673975 0.0035611582 80.0 1 1.0019882 0.0003 0.4760660064851852 1020000 354 2657
35 22.73298 1.5530611 18.950459 25.78108 57.214287 43.799347 0.0 196.0 1000.0 1000.0 1000.0 2.051106 0.6998542 3.0448463 0.041129697 -0.86958796 1.2507921 -0.0411297 0.01848282 -0.0026034685 -0.0145548 0.6746412 0.003546791 80.0 1 1.0033027 0.0003 0.47506800080179984 1050000 366 2606
36 22.845264 1.1130595 20.963547 24.970774 51.0 31.2924 0.0 120.0 1000.0 1000.0 1000.0 2.0824146 0.49953857 3.2093718 0.037287794 -0.9131508 1.2365342 -0.037287794 0.017448526 -0.0025810823 -0.013539406 0.6725381 0.003531768 80.0 1 1.0024645 0.0003 0.4740699962916369 1080000 377 2674
37 22.691027 1.4123899 20.452726 25.609886 56.17857 39.25744 0.0 159.0 1000.0 1000.0 1000.0 2.1055665 0.721759 3.093561 0.032096375 -0.8407211 1.0118494 -0.032096375 0.01685796 -0.002480168 -0.013378721 0.6704308 0.0033875343 80.0 1 1.0015297 0.0003 0.473072001746849 1110000 388 2658
38 23.052694 1.6187171 20.169373 26.172632 53.857143 38.8851 0.0 171.0 1000.0 1000.0 1000.0 2.139473 0.6903866 3.1321003 0.03335167 -0.786504 1.3204257 -0.03335167 0.018714726 -0.0026443815 -0.014310896 0.66831875 0.0034823045 80.0 1 1.0018437 0.0003 0.472073997803164 1140000 399 2685
39 23.300306 1.755768 18.273674 26.929838 51.392857 35.562157 0.0 157.0 1000.0 1000.0 1000.0 2.1973228 0.7138723 3.6286728 0.029103752 -0.9230405 1.3099493 -0.02910375 0.017506953 -0.0023632091 -0.013644218 0.6662026 0.0034729957 80.0 1 1.0003321 0.0003 0.47107599339382866 1170000 410 2665
40 23.7538 1.1701916 21.414286 26.036123 60.67857 22.378328 0.0 132.0 1000.0 1000.0 1000.0 2.210226 0.7904348 3.4044406 0.030168965 -0.80031437 1.273667 -0.03016897 0.01741844 -0.0026493953 -0.013922063 0.664082 0.0037103193 80.0 1 1.00089 0.0003 0.4700779974332304 1200000 422 2668
41 23.344086 1.8853567 16.192854 26.37739 54.0 34.948944 0.0 119.0 1000.0 1000.0 1000.0 2.2452736 0.9651762 3.2855918 0.021689318 -0.8256056 0.9262289 -0.02168932 0.016484927 -0.0025076147 -0.012845219 0.6619568 0.0035429136 80.0 1 0.99989074 0.0003 0.46907999085743085 1230000 433 2687
42 23.561367 2.132507 14.148397 25.924616 40.142857 38.871323 0.0 146.0 1000.0 1000.0 1000.0 2.2676594 0.8764217 3.3330011 0.019285832 -0.8913599 1.0503467 -0.019285832 0.018914534 -0.0027386912 -0.014919199 0.65982664 0.003858856 80.0 1 1.0002738 0.0003 0.4680820106210549 1260000 444 2624
43 23.725092 1.5945786 19.586176 26.410019 60.92857 35.59086 0.0 132.0 1000.0 1000.0 1000.0 2.2851248 0.7819468 3.382022 0.018562282 -1.5466343 0.9240871 -0.018562283 0.014993967 -0.002454032 -0.011504377 0.6576924 0.0038427792 80.0 1 0.9994247 0.0003 0.46708400990043564 1290000 456 2660
44 23.929644 1.4152273 19.337782 25.846375 52.5 37.63215 0.0 115.0 1000.0 1000.0 1000.0 2.3058932 0.72503495 3.280018 0.019290105 -1.0089058 0.9080898 -0.019290105 0.015335539 -0.0023934995 -0.011976749 0.65555346 0.0037272398 80.0 1 1.0002989 0.0003 0.4660859978902244 1320000 467 2665
45 23.606562 1.5673097 19.299019 26.088688 43.285713 23.315931 9.0 101.0 1000.0 1000.0 1000.0 2.3126922 0.68995845 3.3728213 0.0132642565 -0.8982697 1.0681815 -0.0132642565 0.0147889955 -0.0023638108 -0.011177169 0.6534099 0.0038363305 80.0 1 0.9992073 0.0003 0.4650880114870078 1350000 478 2682
46 24.98701 1.303833 21.391567 28.319387 53.92857 41.468517 0.0 175.0 1000.0 1000.0 1000.0 2.3529785 0.89617646 3.372666 0.025691539 -0.8698537 1.2012116 -0.025691537 0.018262181 -0.0027647247 -0.014248313 0.6512619 0.004098341 80.0 1 0.9995677 0.0003 0.46409000434407544 1380000 490 2623
47 24.710604 1.2140738 22.585617 27.127653 46.17857 40.25193 0.0 136.0 1000.0 1000.0 1000.0 2.3541372 0.83879054 3.392465 0.024885185 -0.88654494 1.0834792 -0.024885183 0.015613036 -0.002530294 -0.011948806 0.64910895 0.0038697706 80.0 1 1.0005357 0.0003 0.463092013378182 1410000 501 2675
48 25.013594 1.5771338 22.646942 29.109333 59.42857 33.537216 0.0 123.0 1000.0 1000.0 1000.0 2.3806515 1.0332931 3.5045025 0.027246896 -0.9832236 1.1492487 -0.027246896 0.017329622 -0.0026307944 -0.01373647 0.64695156 0.0040337555 80.0 1 1.0018938 0.0003 0.4620939926194436 1440000 512 2673
49 24.927029 1.324019 22.383055 28.008816 54.142857 34.635567 0.0 124.0 1000.0 1000.0 1000.0 2.4004152 0.93796134 3.6121826 0.017316436 -1.134333 1.0465962 -0.017316436 0.015801368 -0.0025250206 -0.01247021 0.6447896 0.0039227707 80.0 1 1.0001444 0.0003 0.4610960064877359 1470000 523 2643
50 24.51036 1.3181086 21.30936 26.506308 43.07143 29.916468 0.0 109.0 1000.0 1000.0 1000.0 2.4226081 1.0534433 3.6776679 0.010726082 -1.2107327 1.1355733 -0.010726082 0.018035904 -0.0027851674 -0.0144536365 0.6426228 0.004157916 80.0 1 0.9977977 0.0003 0.4600980092110313 1500000 535 2686
51 25.012938 1.162202 22.588804 27.203115 54.535713 33.478653 0.0 117.0 1000.0 1000.0 1000.0 2.4528897 1.1236787 3.7795615 0.013463324 -0.9570167 1.2475429 -0.013463324 0.01756996 -0.0028987792 -0.014238925 0.6404513 0.0044658924 80.0 1 0.9984921 0.0003 0.4591000102019319 1530000 546 2674
52 24.822134 1.7904406 19.17823 27.440773 50.607143 35.056423 0.0 146.0 1000.0 1000.0 1000.0 2.4517567 0.7841229 3.8803122 0.009611494 -1.2045051 1.1190577 -0.009611494 0.016515292 -0.0025819384 -0.013124242 0.6382751 0.0041109542 80.0 1 0.99750304 0.0003 0.4581019915476621 1560000 557 2676
53 25.335438 1.4246824 21.7165 29.417088 53.285713 28.585533 0.0 117.0 1000.0 1000.0 1000.0 2.475602 0.9872742 3.699611 0.014113766 -0.9962744 1.4483829 -0.014113765 0.01565396 -0.002469896 -0.0122087 0.6360942 0.004041169 80.0 1 0.999326 0.0003 0.4571039900439277 1590000 568 2688
54 25.332005 1.4023343 20.771688 27.278252 50.857143 33.002937 0.0 124.0 1000.0 1000.0 1000.0 2.4855754 1.0441077 3.577178 0.014131874 -0.94660443 1.7894295 -0.014131874 0.017054878 -0.0027252669 -0.01349375 0.63390833 0.004080858 80.0 1 0.9987276 0.0003 0.456105987855782 1620000 579 2667
55 24.894339 1.2533938 22.98271 28.748716 54.42857 31.569004 0.0 120.0 1000.0 1000.0 1000.0 2.490029 1.026233 3.7768328 0.0056679435 -1.2867914 1.0615238 -0.005667943 0.014017841 -0.0026521436 -0.010850072 0.63171804 0.004577178 80.0 1 0.99611014 0.0003 0.45510799449199707 1650000 591 2674
56 24.967957 1.5279442 20.101065 28.446312 58.17857 29.465542 5.0 109.0 1000.0 1000.0 1000.0 2.4960005 0.7873653 3.6253273 0.0047007008 -1.010527 1.0532839 -0.0047007003 0.014086356 -0.0025064836 -0.011259698 0.62952274 0.004103419 80.0 1 0.9978236 0.0003 0.4541099923733702 1680000 602 2684
57 25.182613 2.0433478 15.714388 27.350565 65.64286 39.901855 0.0 162.0 1000.0 1000.0 1000.0 2.4852 0.93688124 3.7713199 0.008951955 -0.9175802 1.4009109 -0.008951954 0.014153948 -0.0026285388 -0.011337644 0.6273226 0.004508771 80.0 1 0.99845445 0.0003 0.4531119911451714 1710000 613 2697
58 25.386026 1.247365 23.19823 29.608624 55.5 33.56497 0.0 126.0 1000.0 1000.0 1000.0 2.5087223 0.93542767 3.5543087 0.010680881 -0.76802975 1.0064158 -0.010680883 0.01274711 -0.0024423818 -0.009936647 0.62511736 0.0042714067 80.0 1 0.99739283 0.0003 0.45211400043148375 1740000 624 2666
59 25.320469 0.9342247 22.536947 26.846756 60.892857 38.011597 0.0 137.0 1000.0 1000.0 1000.0 2.4977896 0.9333093 3.6199605 0.010483286 -0.9627986 1.072424 -0.010483287 0.011497645 -0.0023306168 -0.008752292 0.62290776 0.004452402 80.0 1 0.99836147 0.0003 0.4511160029464541 1770000 635 2672
60 25.099924 2.2019224 16.374586 29.043158 59.857143 38.823513 0.0 151.0 1000.0 1000.0 1000.0 2.4949646 0.9909759 3.738399 0.0039901515 -1.1363143 1.2404478 -0.003990152 0.015648669 -0.0027610604 -0.012441963 0.62069315 0.0047142003 80.0 1 0.99609905 0.0003 0.45011800844982525 1800000 647 2673
61 25.135738 1.6410908 20.868206 29.245173 56.964287 35.37501 0.0 124.0 1000.0 1000.0 1000.0 2.5054324 0.8889967 3.6079645 0.0069159493 -1.0046427 1.0619631 -0.0069159484 0.014575663 -0.0026305616 -0.011372874 0.6184732 0.004447096 80.0 1 0.9982532 0.0003 0.44911999991009005 1830000 658 2673
62 25.322184 0.98500884 22.604704 26.928968 56.0 40.151497 0.0 137.0 1000.0 1000.0 1000.0 2.5139523 0.90866494 3.80833 0.008842951 -0.88572323 0.9824309 -0.008842949 0.013660167 -0.0026590717 -0.010917567 0.6162487 0.004875847 80.0 1 0.99798906 0.0003 0.44812198722208024 1860000 669 2634
63 25.082203 1.3516681 20.589397 26.751413 49.82143 33.189987 0.0 126.0 1000.0 1000.0 1000.0 2.5101619 1.0164306 3.6034062 0.0041416953 -1.0267243 1.1769545 -0.0041416953 0.0146631505 -0.0026462446 -0.0117311925 0.61401933 0.0047930786 80.0 1 0.9969763 0.0003 0.4471240069093927 1890000 681 2636
64 25.388376 1.3402603 21.897593 27.905352 50.142857 31.829586 0.0 132.0 1000.0 1000.0 1000.0 2.52631 0.62086856 3.8340468 0.008751017 -1.278637 1.0972066 -0.008751016 0.0139217675 -0.0025039893 -0.011062171 0.6117846 0.0042670676 80.0 1 0.9979116 0.0003 0.4461259888709086 1920000 692 2642
65 24.915195 2.2433689 16.629272 28.217373 58.82143 36.18707 0.0 149.0 1000.0 1000.0 1000.0 2.524285 0.93978137 3.723991 0.0032970689 -1.2884454 1.1304408 -0.0032970689 0.017171133 -0.0031408677 -0.013959622 0.60954523 0.0054383194 80.0 1 0.9955681 0.0003 0.4451279963556191 1950000 703 2655
66 25.781298 1.0341369 22.821987 28.300062 59.857143 30.40643 0.0 134.0 1000.0 1000.0 1000.0 2.549814 1.0705068 3.7616 0.011676905 -0.91014296 0.9590216 -0.011676904 0.014153799 -0.0026805224 -0.011188175 0.6073007 0.004525058 80.0 1 0.99902135 0.0003 0.444130012697655 1980000 715 2662
67 25.282694 1.3027666 22.421764 29.353983 55.464287 31.313488 0.0 134.0 1000.0 1000.0 1000.0 2.547385 1.2966814 3.7856202 0.004318922 -0.89481765 1.2692254 -0.004318922 0.014155675 -0.0027442682 -0.011403577 0.60505104 0.0053960695 80.0 1 0.99593765 0.0003 0.4431319950338665 2010000 726 2570
68 25.590118 1.3245748 23.581924 29.672647 53.67857 29.01607 0.0 119.0 1000.0 1000.0 1000.0 2.560539 1.2929363 3.805624 0.00740225 -0.7897376 1.0638399 -0.0074022505 0.0140524395 -0.0026862202 -0.01123981 0.60279614 0.0047383644 80.0 1 0.99740136 0.0003 0.44213400636730055 2040000 738 2613
69 25.086027 3.2678618 9.278395 27.86352 64.14286 37.297752 9.0 156.0 1000.0 1000.0 1000.0 2.5463693 1.2998886 3.7819033 -0.00055126013 -1.0146933 1.1701415 0.00055125996 0.016371168 -0.0027478957 -0.013216137 0.6005364 0.004823111 80.0 1 0.9965161 0.0003 0.4411360040273004 2070000 749 2639
70 25.499094 1.1595658 23.664272 27.608376 53.82143 26.850185 0.0 100.0 1000.0 1000.0 1000.0 2.5588217 1.1462703 4.0471773 0.0059073525 -1.3189611 1.244718 -0.005907352 0.014360321 -0.002859484 -0.011197709 0.5982714 0.0053949403 80.0 1 0.99648935 0.0003 0.4401379982646756 2100000 761 2637
71 26.00535 1.5713814 23.453117 30.431921 66.07143 35.89561 0.0 149.0 1000.0 1000.0 1000.0 2.5800178 1.3747675 3.8483968 0.007678435 -0.8620751 1.1753836 -0.0076784356 0.013407345 -0.002650117 -0.010666384 0.59600157 0.0050138957 80.0 1 0.99678826 0.0003 0.4391399993071233 2130000 772 2653
72 25.782192 1.2269807 23.708864 28.766811 54.42857 31.849453 0.0 113.0 1000.0 1000.0 1000.0 2.584198 1.3881617 3.8771067 0.0047837473 -0.8540745 1.2763622 -0.004783748 0.013367107 -0.0026183664 -0.010592643 0.5937262 0.0050651953 80.0 1 0.9966346 0.0003 0.43814199124377295 2160000 783 2664
73 26.226215 1.3098567 23.822063 30.057795 45.642857 32.988327 0.0 100.0 1000.0 1000.0 1000.0 2.5890687 1.1969146 3.819931 0.011076679 -1.1176319 1.2722651 -0.011076679 0.015167459 -0.0027899244 -0.012092034 0.5914459 0.0047483435 80.0 1 0.99824977 0.0003 0.4371440104898926 2190000 795 2608
74 26.136593 1.5265157 20.522034 28.869455 44.392857 31.293928 0.0 120.0 1000.0 1000.0 1000.0 2.5870683 1.0912044 3.9034815 0.010967963 -1.1134849 1.342132 -0.010967962 0.015834974 -0.0028246148 -0.012734507 0.5891603 0.0050355364 80.0 1 0.99772173 0.0003 0.4361459892139098 2220000 806 2649
75 25.66867 1.0364277 23.03696 27.302591 51.107143 34.87973 0.0 119.0 1000.0 1000.0 1000.0 2.6101775 1.3018471 3.9606276 0.00013094413 -1.0896317 1.3618609 -0.00013094407 0.0138290785 -0.0026486705 -0.010901561 0.58686936 0.0049682423 80.0 1 0.9959634 0.0003 0.43514798995853615 2250000 817 2670
76 26.178255 1.0679002 24.832037 28.870527 38.142857 27.622086 0.0 103.0 1000.0 1000.0 1000.0 2.6121006 1.2310511 3.6858313 0.0065492666 -0.8454307 1.3430252 -0.0065492657 0.013076948 -0.002625139 -0.010185521 0.5845734 0.0048185163 80.0 1 0.9955164 0.0003 0.4341499971346156 2280000 829 2663
77 26.112118 1.2642441 23.774029 28.213358 40.07143 26.351917 0.0 110.0 1000.0 1000.0 1000.0 2.6040976 1.2820079 3.9424822 0.006415183 -1.0028262 1.1657981 -0.0064151827 0.015895423 -0.0029325322 -0.012557458 0.58227193 0.005489847 80.0 1 0.9962609 0.0003 0.43315199536685484 2310000 840 2627
78 25.61025 1.9293673 17.257109 28.277632 51.785713 33.357754 0.0 104.0 1000.0 1000.0 1000.0 2.5966463 1.1193526 3.9143167 0.0010204578 -0.91606194 1.2690246 -0.0010204582 0.013654286 -0.002949073 -0.010924407 0.5799652 0.0054307454 80.0 1 0.99784464 0.0003 0.43215399525204157 2340000 851 2667
79 25.402334 1.6730849 19.390917 27.755047 52.82143 42.402878 0.0 167.0 1000.0 1000.0 1000.0 2.5945256 1.0537329 3.9357052 -0.0013129686 -1.145562 1.1117952 0.0013129683 0.013901664 -0.0026988212 -0.010898134 0.57765335 0.005347354 80.0 1 0.9957895 0.0003 0.43115600736255 2370000 862 2675
80 25.502695 1.7655131 18.94986 28.213343 51.607143 34.10733 0.0 113.0 1000.0 1000.0 1000.0 2.5713377 1.0188916 3.8691766 0.00087726733 -1.0291386 1.0039563 -0.0008772669 0.013534992 -0.002819638 -0.01073482 0.57533586 0.005427922 80.0 1 0.99528 0.0003 0.4301579909673412 2400000 874 2661
