Epoch EpRet/Mean EpRet/Std EpRet/Min EpRet/Max EpCosts/Mean EpCosts/Std EpCosts/Min EpCosts/Max EpLen/Mean EpLen/Min EpLen/Max Values/V/Mean Values/V/Min Values/V/Max Values/Adv/Mean Values/Adv/Min Values/Adv/Max Loss/Pi Loss/Value Loss/DeltaPi Loss/DeltaValue Entropy KL Misc/StopIter Misc/Seed PolicyRatio LR Misc/ExplorationNoiseStd TotalEnvSteps Time FPS
11 5.798973 5.1579857 0.31294078 21.156649 117.35714 129.94977 0.0 614.0 1000.0 1000.0 1000.0 0.50184965 -0.464817 2.3565116 0.011825321 -1.3611367 2.4384959 -0.011825321 0.03748587 -0.0037370087 -0.030935276 0.7238292 0.003658221 80.0 0 0.9983471 0.000294 0.4990199874853069 330000 215 1573
12 6.256121 5.2162175 -0.3485116 20.70664 164.32143 136.52525 0.0 629.0 1000.0 1000.0 1000.0 0.52766424 -0.4752859 2.419388 0.016247083 -1.2375014 3.0654984 -0.016247083 0.039413445 -0.0037470672 -0.03317137 0.72182757 0.003670651 80.0 0 0.9987763 0.0002934 0.49802200780647804 360000 236 1470
13 6.2865953 3.9734437 0.33765784 13.31907 130.78572 97.57392 6.0 410.0 1000.0 1000.0 1000.0 0.5600195 -0.36765862 2.5650756 0.0038543814 -1.3003926 2.9561424 -0.0038543819 0.043845177 -0.004403279 -0.03718848 0.71982163 0.00408993 80.0 0 0.9977724 0.00029279999999999996 0.4970240094664514 390000 256 1526
14 7.6587257 4.095783 1.1564701 17.001177 131.71428 115.12814 1.0 538.0 1000.0 1000.0 1000.0 0.7061442 -0.3075654 2.7624135 0.008147027 -1.3258674 2.5158114 -0.008147028 0.047322005 -0.0048856568 -0.040217124 0.7178115 0.004229496 80.0 0 0.9969189 0.00029219999999999995 0.4960260005845061 420000 276 1474
15 7.59489 4.2989187 0.65010965 18.771223 77.92857 61.93656 0.0 219.0 1000.0 1000.0 1000.0 0.7158831 -0.49168336 2.5599356 0.0033256242 -1.3583575 2.4006455 -0.003325623 0.04362629 -0.004762968 -0.037534937 0.7157975 0.0041894107 80.0 0 0.9974114 0.0002916 0.4950279892637624 450000 295 1571
16 9.128186 5.200479 1.6088351 20.572023 104.28571 67.72732 13.0 261.0 1000.0 1000.0 1000.0 0.7746161 -0.3086272 2.5952284 0.022617823 -1.3334333 2.8779206 -0.022617824 0.056322686 -0.0054849293 -0.048195664 0.7137796 0.004360396 80.0 0 0.9985353 0.00029099999999999997 0.49403001303756583 480000 314 1539
17 10.395701 5.7314396 -0.0010438629 24.130192 133.78572 115.1373 0.0 500.0 1000.0 1000.0 1000.0 0.8227426 -0.25802055 3.0905762 0.030781316 -1.5407612 2.7047808 -0.030781314 0.067767225 -0.006090126 -0.057681993 0.7117573 0.004241605 80.0 0 0.99833703 0.00029039999999999996 0.4930319916369756 510000 334 1536
18 9.423812 4.7340317 0.799393 18.657784 121.35714 136.65186 0.0 731.0 1000.0 1000.0 1000.0 0.8989818 -0.32192144 3.4894137 0.0027697128 -1.6814108 2.7928379 -0.0027697133 0.06570111 -0.0066980487 -0.056277595 0.709731 0.004896442 80.0 0 0.99677217 0.00028979999999999994 0.4920339921279806 540000 353 1549
19 12.253355 4.28491 4.740044 20.93078 121.85714 70.32309 31.0 314.0 1000.0 1000.0 1000.0 1.0600625 -0.24206296 3.045576 0.028889095 -1.1984998 2.8370206 -0.028889094 0.07840903 -0.007140947 -0.06688997 0.7077006 0.0047409898 80.0 0 0.9987722 0.0002892 0.49103599328005176 570000 373 1504
20 11.71179 4.7735176 3.4886122 22.798485 138.07143 62.73068 35.0 287.0 1000.0 1000.0 1000.0 1.0371515 -0.4186659 2.9909933 0.027247233 -1.3491445 2.4527314 -0.027247228 0.07646233 -0.006910952 -0.06579677 0.7056661 0.004798689 80.0 0 0.99770725 0.00028859999999999997 0.49003800329248687 600000 393 1539
21 12.703755 4.58566 1.8764858 20.956278 136.32143 82.34772 23.0 348.0 1000.0 1000.0 1000.0 1.1106566 -0.34426108 3.4284441 0.028333625 -1.2902795 2.51986 -0.028333627 0.07371065 -0.007326 -0.062858 0.7036275 0.005104618 80.0 0 0.9985882 0.00028799999999999995 0.48904000119877045 630000 412 1560
22 11.945465 5.2380624 0.58140486 22.07941 128.82143 94.90863 22.0 404.0 1000.0 1000.0 1000.0 1.1558901 -0.35532776 3.2930648 0.015258794 -1.7004473 2.3850145 -0.015258796 0.062400986 -0.0064447364 -0.053597197 0.7015848 0.004994538 80.0 0 0.99722636 0.00028739999999999994 0.48804199534303844 660000 432 1489
23 12.605238 4.102633 2.6156826 23.498062 126.25 94.91072 7.0 383.0 1000.0 1000.0 1000.0 1.1512982 -0.38818398 3.448397 0.017971834 -1.5459354 2.3206797 -0.017971836 0.063608706 -0.0066453554 -0.05380524 0.6995376 0.0051940805 80.0 0 0.997252 0.0002868 0.4870439940524629 690000 452 1529
24 11.069273 4.480064 3.34924 25.195036 171.92857 101.78582 49.0 438.0 1000.0 1000.0 1000.0 1.2178956 -0.10514146 3.2264268 -0.012038013 -1.3715975 1.9010127 0.012038013 0.054086376 -0.0063551585 -0.04670302 0.6974865 0.005105907 80.0 0 0.9933035 0.00028619999999999996 0.48604600563714795 720000 472 1511
25 12.035939 4.340631 2.6988106 23.514477 119.42857 82.81365 2.0 438.0 1000.0 1000.0 1000.0 1.2479917 -0.05770105 3.2642639 -0.0039732326 -1.2388794 3.4285717 0.003973232 0.071200036 -0.007063551 -0.061679676 0.69543105 0.0053446074 80.0 0 0.9944035 0.00028559999999999995 0.48504800947891086 750000 492 1513
26 14.159715 4.685354 3.9667673 22.799786 127.42857 56.467075 6.0 234.0 1000.0 1000.0 1000.0 1.3128963 -0.20219836 3.5024734 0.023657434 -1.8164299 3.1218812 -0.023657436 0.075580046 -0.007158137 -0.06567863 0.6933714 0.0047508148 80.0 0 0.99771345 0.000285 0.4840500140318596 780000 511 1580
27 12.367341 4.446278 1.1827091 20.93035 141.64285 77.39611 16.0 375.0 1000.0 1000.0 1000.0 1.3952949 0.040691644 3.6901495 -0.016762283 -1.7361941 2.4164414 0.016762285 0.072356045 -0.0069872458 -0.06371852 0.69130737 0.005307639 80.0 0 0.99423754 0.0002844 0.4830519989405728 810000 531 1473
28 14.025197 4.4045544 4.9796 23.922106 112.53571 77.40131 5.0 324.0 1000.0 1000.0 1000.0 1.4611583 0.044801086 3.4415421 -0.0007315486 -1.5298753 3.2657712 0.00073154876 0.071177244 -0.007603582 -0.06207352 0.6892395 0.0056813713 80.0 0 0.9948939 0.00028379999999999996 0.48205400153539285 840000 550 1542
29 16.773104 3.4009461 9.575933 26.12372 109.14286 50.919205 24.0 218.0 1000.0 1000.0 1000.0 1.5149778 0.08368313 3.8790896 0.027960068 -1.3694885 2.9090872 -0.027960066 0.08317536 -0.007601534 -0.07224234 0.6871671 0.0053141695 80.0 0 0.9978075 0.00028319999999999994 0.4810560015447731 870000 570 1508
30 15.461608 3.6666145 7.6192136 22.728825 130.14285 69.60948 20.0 303.0 1000.0 1000.0 1000.0 1.5204216 0.083826035 3.7011209 0.0076448508 -1.6518304 2.1856897 -0.00764485 0.06921533 -0.007335349 -0.06006315 0.6850902 0.0054621533 80.0 0 0.9950211 0.0002826 0.4800580075310835 900000 590 1529
31 17.466312 3.3396225 10.938318 24.259401 124.03571 52.836327 19.0 243.0 1000.0 1000.0 1000.0 1.5889279 0.11954123 3.2883823 0.029701218 -1.6657349 3.3898914 -0.029701222 0.07563483 -0.0071663996 -0.06421408 0.6830091 0.0051788623 80.0 0 0.99847084 0.00028199999999999997 0.4790599994846701 930000 609 1546
32 15.870645 5.4078374 0.31934315 30.638887 148.46428 116.59866 32.0 598.0 1000.0 1000.0 1000.0 1.5966996 0.18742159 4.2370305 0.005267625 -1.591089 3.4495647 -0.0052676257 0.07025678 -0.006956832 -0.059162654 0.6809235 0.0052046794 80.0 0 0.9952866 0.00028139999999999996 0.47806198611060285 960000 629 1497
33 18.134434 4.5893383 8.378836 28.109564 117.92857 67.04526 10.0 291.0 1000.0 1000.0 1000.0 1.6755406 0.275877 3.7179995 0.028287658 -1.3946377 3.1475806 -0.028287657 0.08230524 -0.0080510825 -0.068920374 0.6788339 0.0057085305 80.0 0 0.9966705 0.00028079999999999994 0.477064004531135 990000 649 1531
34 17.00061 5.368838 7.9034185 27.33539 127.35714 81.1723 4.0 316.0 1000.0 1000.0 1000.0 1.6232411 0.20341006 4.564681 0.014996114 -2.1980774 3.5877333 -0.014996113 0.08326642 -0.007888403 -0.07012575 0.67673975 0.005562303 80.0 0 0.996529 0.0002802 0.4760660064851852 1020000 669 1536
35 17.890696 3.8776355 8.779547 25.099651 123.5 68.00814 27.0 303.0 1000.0 1000.0 1000.0 1.7129221 0.3881362 4.0136814 0.015539084 -1.885064 2.4386458 -0.015539085 0.08399638 -0.008058619 -0.071760535 0.6746412 0.005686969 80.0 0 0.9972429 0.00027959999999999997 0.47506800080179984 1050000 688 1509
36 16.737442 4.4217296 8.558448 26.41801 128.39285 64.96556 24.0 250.0 1000.0 1000.0 1000.0 1.6626338 0.090213954 3.8459074 0.0042681894 -1.613414 2.2466917 -0.00426819 0.067414 -0.007054637 -0.05669185 0.6725381 0.005383218 80.0 0 0.99538225 0.00027899999999999995 0.4740699962916369 1080000 708 1519
37 18.011698 3.6637073 11.0131445 24.05314 153.10715 69.25849 25.0 310.0 1000.0 1000.0 1000.0 1.7617292 0.32693774 3.897194 0.017565995 -1.6125801 2.8950567 -0.017565997 0.082254596 -0.007936697 -0.07035898 0.6704308 0.00568148 80.0 0 0.99555135 0.0002784 0.473072001746849 1110000 728 1481
38 18.33434 4.9378834 3.8459666 26.686176 107.5 60.577282 7.0 238.0 1000.0 1000.0 1000.0 1.7598206 0.45152223 3.9808073 0.009321939 -1.7094156 2.5184345 -0.009321937 0.07477929 -0.0074595576 -0.0630523 0.66831875 0.0053593833 80.0 0 0.9967762 0.0002778 0.472073997803164 1140000 748 1534
39 19.16646 4.397112 11.895606 29.139246 157.39285 82.964 40.0 391.0 1000.0 1000.0 1000.0 1.813577 0.3496275 4.1423936 0.018453037 -1.7548544 3.1125731 -0.01845304 0.08957107 -0.008312836 -0.0765853 0.6662026 0.005441777 80.0 0 0.99756336 0.0002772 0.47107599339382866 1170000 769 1457
40 17.176456 3.9568884 10.334788 27.137722 116.46429 50.157238 51.0 256.0 1000.0 1000.0 1000.0 1.8014196 0.36756498 4.7508984 -0.008200042 -2.6672618 3.495727 0.008200042 0.07502258 -0.007931922 -0.06291255 0.664082 0.0059362883 80.0 0 0.9921745 0.0002766 0.4700779974332304 1200000 788 1531
41 18.024715 4.211081 9.576964 27.589296 135.14285 63.07632 53.0 294.0 1000.0 1000.0 1000.0 1.8247135 0.46481562 4.240125 0.005589307 -1.7641186 3.4658375 -0.0055893064 0.08342519 -0.008032036 -0.07049973 0.6619568 0.0056069605 80.0 0 0.99502647 0.000276 0.46907999085743085 1230000 808 1558
42 18.554077 5.654966 1.9336278 33.6314 154.85715 76.75412 7.0 400.0 1000.0 1000.0 1000.0 1.9058253 0.40685195 4.8650765 -0.0006758928 -2.404255 2.4968789 0.0006758918 0.09074155 -0.008585768 -0.07722941 0.65982664 0.005764452 80.0 0 0.99412954 0.00027539999999999997 0.4680820106210549 1260000 828 1492
43 21.208073 5.2668633 3.6921644 29.333824 113.82143 55.426304 43.0 248.0 1000.0 1000.0 1000.0 1.9201733 0.5451085 4.4524503 0.040696345 -1.8150167 2.5678957 -0.04069635 0.09856857 -0.008707499 -0.083098084 0.6576924 0.005553538 80.0 0 0.9992208 0.0002748 0.46708400990043564 1290000 847 1527
44 19.594936 4.587637 9.647328 31.214945 116.25 70.75947 5.0 244.0 1000.0 1000.0 1000.0 1.9174192 0.28165585 4.7638025 0.009521376 -2.7089121 2.6083326 -0.0095213745 0.08677663 -0.008567747 -0.073694214 0.65555346 0.005764154 80.0 0 0.9962895 0.0002742 0.4660859978902244 1320000 866 1563
45 21.34033 4.5286784 13.501798 31.769363 121.5 59.775475 0.0 215.0 1000.0 1000.0 1000.0 1.9849125 0.4627774 4.5035486 0.02878408 -1.9949279 2.3732562 -0.028784078 0.094301224 -0.008985857 -0.07929574 0.6534099 0.006176694 80.0 0 0.9962779 0.0002736 0.4650880114870078 1350000 887 1477
46 20.566164 4.505613 12.513239 31.676432 142.92857 78.069534 12.0 323.0 1000.0 1000.0 1000.0 1.9989812 0.44488272 4.827027 0.012681582 -2.1658437 3.8969853 -0.012681581 0.097709805 -0.009043168 -0.08288233 0.6512619 0.0058584264 80.0 0 0.99534214 0.00027299999999999997 0.46409000434407544 1380000 907 1524
47 19.144438 6.8075304 2.7469077 31.514387 134.0 92.16484 9.0 300.0 1000.0 1000.0 1000.0 2.0272982 0.685711 4.7379384 -0.01289899 -2.0957828 2.7696013 0.012898993 0.08931348 -0.008921221 -0.073885925 0.64910895 0.00622023 80.0 0 0.99462825 0.0002724 0.463092013378182 1410000 926 1576
48 18.14236 4.679223 5.8657317 27.368973 137.07143 77.2565 37.0 383.0 1000.0 1000.0 1000.0 1.9903176 0.58297706 4.8050756 -0.0203013 -1.7849245 2.5091128 0.020301297 0.077252 -0.008046109 -0.06419739 0.64695156 0.0055564996 80.0 0 0.9933964 0.0002718 0.4620939926194436 1440000 946 1471
49 19.065958 4.637361 11.588385 26.931791 130.82143 66.914154 13.0 264.0 1000.0 1000.0 1000.0 1.9646806 0.5304552 4.661153 -0.0062338454 -2.2119663 2.6141832 0.0062338435 0.0790335 -0.008066153 -0.06528553 0.6447896 0.005681595 80.0 0 0.9941874 0.0002712 0.4610960064877359 1470000 966 1530
50 19.956451 5.6742587 3.3593688 30.529055 132.89285 56.542866 35.0 280.0 1000.0 1000.0 1000.0 2.0112193 0.4958251 4.607835 0.007889049 -2.1476445 2.764969 -0.007889048 0.09428224 -0.009064838 -0.079008974 0.6426228 0.005961138 80.0 0 0.9951073 0.00027059999999999996 0.4600980092110313 1500000 986 1483
51 21.43143 5.284112 14.836224 39.036392 128.53572 80.57449 20.0 315.0 1000.0 1000.0 1000.0 2.0737343 0.68542016 5.0551615 0.015561167 -2.1536596 4.1450644 -0.015561168 0.10765509 -0.010092 -0.09137049 0.6404513 0.0064054304 80.0 0 0.99635035 0.00027 0.4591000102019319 1530000 1005 1540
52 21.07488 5.18165 11.666879 30.729656 131.0 68.379715 41.0 332.0 1000.0 1000.0 1000.0 2.0898259 0.71439797 5.0505533 0.007814349 -1.8798856 2.6153893 -0.007814348 0.096052974 -0.0093698865 -0.080527425 0.6382751 0.006364084 80.0 0 0.9956097 0.0002694 0.4581019915476621 1560000 1025 1529
53 21.323269 5.4597344 11.617367 34.267582 110.42857 65.22567 4.0 254.0 1000.0 1000.0 1000.0 2.158777 0.44584763 4.884095 0.0036574951 -1.9515647 3.6317854 -0.0036574963 0.10634607 -0.009815391 -0.090326965 0.6360942 0.0059908675 80.0 0 0.99604607 0.0002688 0.4571039900439277 1590000 1045 1518
54 20.65803 5.9570985 10.252062 34.105225 138.32143 71.02116 49.0 457.0 1000.0 1000.0 1000.0 2.138169 0.7371957 5.373409 -0.007997791 -2.4230874 2.748861 0.007997791 0.0984896 -0.009557881 -0.08332498 0.63390833 0.0061700223 80.0 0 0.9932749 0.00026819999999999996 0.456105987855782 1620000 1064 1538
55 22.47446 6.6925473 6.1325994 37.08515 127.39286 62.367767 0.0 263.0 1000.0 1000.0 1000.0 2.200887 0.5529703 5.1097317 0.014517336 -2.5578134 3.2744825 -0.014517332 0.11903547 -0.010407399 -0.10081005 0.63171804 0.006578274 80.0 0 0.99654293 0.0002676 0.45510799449199707 1650000 1083 1580
56 21.91167 5.0651026 11.518929 33.02213 127.17857 41.793755 42.0 233.0 1000.0 1000.0 1000.0 2.1881537 0.58200395 4.778852 0.0077066976 -2.4559445 2.6617644 -0.007706696 0.110720165 -0.01017594 -0.092659846 0.62952274 0.006226798 80.0 0 0.9941568 0.000267 0.4541099923733702 1680000 1103 1546
57 20.719473 5.7524657 11.156422 31.932207 138.89285 56.25093 45.0 271.0 1000.0 1000.0 1000.0 2.2036157 0.67208046 5.2490215 -0.015047821 -2.021222 2.9149802 0.01504782 0.1043763 -0.010124721 -0.08761629 0.6273226 0.0066163437 80.0 0 0.99326426 0.00026639999999999997 0.4531119911451714 1710000 1123 1508
58 20.987406 5.321736 12.268194 34.80845 146.92857 76.40397 25.0 321.0 1000.0 1000.0 1000.0 2.208422 0.70341754 4.6257877 -0.009734057 -1.7545373 3.06701 0.009734057 0.094282426 -0.00964753 -0.07751763 0.62511736 0.006275627 80.0 0 0.99345237 0.00026579999999999996 0.45211400043148375 1740000 1142 1550
59 21.471853 6.517108 1.2645754 36.83998 122.60714 70.77244 5.0 274.0 1000.0 1000.0 1000.0 2.233925 0.7440541 4.581096 -0.005417164 -1.728974 3.0592303 0.0054171663 0.11063513 -0.009616831 -0.09232539 0.62290776 0.0058357753 80.0 0 0.99390656 0.0002652 0.4511160029464541 1770000 1161 1542
60 21.853243 4.484434 13.414167 36.434673 129.71428 50.022038 32.0 262.0 1000.0 1000.0 1000.0 2.263057 0.57394874 4.756692 -0.011168519 -2.2671392 3.6642067 0.011168518 0.10782154 -0.009783606 -0.08911687 0.62069315 0.006291763 80.0 0 0.99377555 0.0002646 0.45011800844982525 1800000 1180 1608
61 20.428713 4.4381948 10.037911 33.989563 135.96428 72.56154 29.0 292.0 1000.0 1000.0 1000.0 2.2291672 0.4993596 4.857687 -0.021588847 -2.0125487 3.0368106 0.021588845 0.10080682 -0.009884983 -0.082709454 0.6184732 0.0062613687 80.0 0 0.9933971 0.00026399999999999997 0.44911999991009005 1830000 1200 1475
62 21.73316 5.677825 10.373585 37.274555 131.82143 63.340946 6.0 275.0 1000.0 1000.0 1000.0 2.2407982 0.46902812 4.587004 -0.0051959464 -1.7126607 2.9829817 0.005195947 0.10088648 -0.009817924 -0.0841603 0.6162487 0.0067733326 80.0 0 0.9935039 0.00026339999999999995 0.44812198722208024 1860000 1220 1527
63 22.47122 5.47836 9.602624 38.00521 127.78571 63.992943 33.0 280.0 1000.0 1000.0 1000.0 2.2971146 0.6495377 5.0551786 3.9659626e-05 -2.1201198 2.703147 -3.9659324e-05 0.09981316 -0.009241987 -0.08265293 0.61401933 0.005850833 80.0 0 0.9961823 0.0002628 0.4471240069093927 1890000 1240 1516
64 23.007277 4.39551 14.142242 30.715212 115.03571 66.021904 0.0 299.0 1000.0 1000.0 1000.0 2.310408 0.68681073 4.922294 0.010459824 -2.2698712 2.832826 -0.010459825 0.09898412 -0.009586755 -0.081359066 0.6117846 0.006249071 80.0 0 0.9945222 0.0002622 0.4461259888709086 1920000 1259 1535
65 20.917223 3.4987664 12.746757 29.896591 151.96428 73.06918 54.0 298.0 1000.0 1000.0 1000.0 2.2763395 0.83662117 4.727324 -0.023785336 -1.8283378 2.568331 0.02378533 0.08858217 -0.009250543 -0.072893955 0.60954523 0.006250587 80.0 0 0.99239683 0.00026159999999999996 0.4451279963556191 1950000 1278 1576
66 21.91448 4.491909 11.417385 30.404144 147.32143 109.41567 33.0 570.0 1000.0 1000.0 1000.0 2.2870975 0.8223262 5.0214434 -0.003936198 -2.234412 2.996669 0.0039362004 0.10747709 -0.009979879 -0.08862635 0.6073007 0.0061759604 80.0 0 0.99469477 0.000261 0.444130012697655 1980000 1299 1471
67 21.897243 4.309063 11.929846 30.553509 146.96428 77.82328 35.0 351.0 1000.0 1000.0 1000.0 2.2772892 0.6410573 4.637116 -0.0070371064 -1.7534037 2.9298964 0.007037106 0.097997054 -0.009668035 -0.07953917 0.60505104 0.0062908763 80.0 0 0.99380314 0.0002604 0.4431319950338665 2010000 1318 1528
68 20.633772 4.8391957 10.992279 32.26341 127.35714 72.942345 0.0 262.0 1000.0 1000.0 1000.0 2.254162 0.6962776 5.016646 -0.02841687 -1.7835374 2.6462302 0.028416872 0.103398085 -0.009939302 -0.086202875 0.60279614 0.0064100735 80.0 0 0.99204886 0.00025979999999999997 0.44213400636730055 2040000 1339 1464
69 24.104086 5.5256205 12.39096 36.246353 119.10714 64.2786 0.0 273.0 1000.0 1000.0 1000.0 2.404377 0.8044518 5.091682 0.018353397 -1.8182704 3.4413395 -0.018353399 0.11839785 -0.010722589 -0.09848646 0.6005364 0.00638571 80.0 0 0.9964721 0.00025919999999999996 0.4411360040273004 2070000 1358 1537
70 23.227457 6.5064178 4.9867826 35.427868 126.42857 61.01196 5.0 264.0 1000.0 1000.0 1000.0 2.3770354 0.58447224 5.5744014 -0.003278308 -2.7315192 2.8683212 0.003278304 0.11363204 -0.010403456 -0.094365135 0.5982714 0.006381176 80.0 0 0.9949158 0.0002586 0.4401379982646756 2100000 1378 1538
71 21.196375 5.851112 6.386424 32.81207 162.60715 64.08997 7.0 307.0 1000.0 1000.0 1000.0 2.3601117 0.8049542 5.0543237 -0.03203542 -1.9633601 2.4600093 0.032035425 0.10286187 -0.010044213 -0.08469176 0.59600157 0.0063686934 80.0 0 0.9919536 0.000258 0.4391399993071233 2130000 1398 1506
72 22.307737 5.857735 3.3599744 31.743908 150.67857 56.24059 63.0 278.0 1000.0 1000.0 1000.0 2.3627682 0.7816014 4.3187795 -0.018014258 -2.0213997 2.7198544 0.01801426 0.09942239 -0.009655261 -0.08177979 0.5937262 0.006473561 80.0 0 0.9927237 0.00025739999999999997 0.43814199124377295 2160000 1417 1545
73 22.072811 4.362764 11.911917 29.435469 142.78572 69.07365 41.0 293.0 1000.0 1000.0 1000.0 2.3706584 0.73810244 4.615353 -0.018807163 -1.8486154 3.1618044 0.018807163 0.10619191 -0.009976707 -0.08835584 0.5914459 0.0063101836 80.0 0 0.9922388 0.00025679999999999995 0.4371440104898926 2190000 1437 1519
74 25.329454 4.241333 14.467956 35.869205 129.28572 72.89662 12.0 277.0 1000.0 1000.0 1000.0 2.4615088 1.005081 4.9920397 0.02141706 -1.5488548 2.9250767 -0.021417063 0.114728704 -0.010327859 -0.093661554 0.5891603 0.006468882 80.0 0 0.9957289 0.0002562 0.4361459892139098 2220000 1457 1525
75 22.996538 4.695341 16.125212 34.734257 142.53572 79.35656 10.0 310.0 1000.0 1000.0 1000.0 2.407227 0.1655342 5.2133183 -0.004757205 -2.3616354 2.679529 0.004757207 0.106864356 -0.009929784 -0.087375976 0.58686936 0.0060429787 80.0 0 0.99534845 0.0002556 0.43514798995853615 2250000 1476 1543
76 22.864882 4.3074584 11.562126 31.72632 148.89285 71.39445 52.0 350.0 1000.0 1000.0 1000.0 2.4720936 0.96797377 4.9161305 -0.025465662 -2.1790135 2.4538307 0.025465664 0.10233951 -0.010019735 -0.084901355 0.5845734 0.0066058463 80.0 0 0.99240255 0.00025499999999999996 0.4341499971346156 2280000 1497 1471
77 22.447958 4.8659606 11.228058 34.220497 131.28572 62.685642 25.0 333.0 1000.0 1000.0 1000.0 2.4258714 0.807745 5.0396967 -0.022743847 -2.0245733 2.4621892 0.022743851 0.09814977 -0.0099295275 -0.07965922 0.58227193 0.006657706 80.0 0 0.9914084 0.00025439999999999995 0.43315199536685484 2310000 1516 1537
78 22.299412 4.452738 6.852763 29.282537 150.42857 92.59722 50.0 403.0 1000.0 1000.0 1000.0 2.4428763 1.0254006 4.6031504 -0.029210227 -1.9431208 3.0495737 0.029210225 0.09711767 -0.0096233385 -0.078314245 0.5799652 0.006519898 80.0 0 0.99186283 0.0002538 0.43215399525204157 2340000 1535 1570
79 23.220358 4.788439 12.0483265 35.678078 128.57143 72.44379 31.0 291.0 1000.0 1000.0 1000.0 2.4612157 0.7376376 6.170452 -0.010682524 -2.4011915 3.595664 0.010682527 0.11021276 -0.010040932 -0.09221697 0.57765335 0.0066001313 80.0 0 0.992066 0.0002532 0.43115600736255 2370000 1555 1507
